,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.25,0.54,0.18,0.23,0.54,0.59,0.4,0.52,0.55,0.28,0.98,0.19
archive-crawler.csv,0.18,0.4,0.38,0.12,0.57,0.34,0.16,0.44,0.15,0.98,0.3,0.22
blue-c.csv,0.32,0.48,0.24,0.05,0.52,0.97,0.5,0.53,0.54,0.3,0.49,0.24
dynalloy.csv,0.44,0.97,0.19,0.16,0.65,0.48,0.54,0.49,0.51,0.45,0.51,0.37
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.05,0.14,0.07,0.17,0.0
kmatplot.csv,0.97,0.22,0.23,0.33,0.25,0.38,0.36,0.27,0.38,0.2,0.25,0.47
mscore.csv,0.33,0.37,0.27,0.45,0.49,0.79,0.99,0.55,0.57,0.44,0.61,0.39
nosleepsoftware.csv,0.35,0.0,0.3,1.0,0.4,0.29,0.4,0.24,0.23,0.24,0.27,0.42
openmalaria.csv,0.42,0.53,0.2,0.51,0.6,0.69,0.69,0.99,0.58,0.39,0.39,0.37
popeye-chess.csv,0.43,0.46,0.25,0.29,0.97,0.61,0.62,0.61,0.49,0.39,0.49,0.4
riff-evolve.csv,0.36,0.43,0.24,0.24,0.69,0.62,0.62,0.6,0.97,0.47,0.71,0.43
virtuoso.csv,0.4,0.46,0.22,0.17,0.62,0.6,0.46,0.38,0.62,0.48,0.61,0.95
