,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.5,0.89,0.0,0.86,0.91,0.5,0.0,0.0,0.5,0.86,0.5,0.5,0.75,0.67
jicarilla.csv,0.88,0.88,0.85,0.97,0.94,0.95,0.86,0.88,0.0,0.96,0.91,0.98,0.71,0.63
jmule.csv,0.5,0.31,0.69,0.5,0.34,0.5,0.42,0.82,0.53,0.4,0.45,0.52,0.61,0.48
micomt.csv,0.67,0.9,0.74,0.95,0.96,0.71,0.54,0.9,0.92,0.54,0.94,0.93,0.75,0.88
migen.csv,0.5,0.95,0.6,0.72,0.53,0.56,0.65,0.77,0.9,0.57,0.64,0.87,0.72,0.59
mvnforum.csv,0.86,0.71,0.94,0.97,0.58,0.89,0.81,0.85,0.89,0.9,0.63,0.68,0.75,0.88
ng4j.csv,0.77,0.73,0.67,0.62,0.58,0.61,0.72,0.92,0.55,0.46,0.59,0.42,0.84,0.67
open-data-kit.csv,0.44,0.94,0.68,0.42,0.42,0.47,0.47,0.52,0.4,0.44,0.51,0.48,0.88,0.73
opennms.csv,0.89,0.72,0.94,0.82,0.92,0.81,0.88,0.83,0.69,0.72,0.78,0.68,0.86,0.77
ossim.csv,0.0,0.5,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
plplot.csv,0.74,0.53,0.83,0.66,0.36,0.53,0.46,0.72,0.93,0.67,0.57,0.53,0.55,0.89
qedo.csv,0.75,0.0,0.0,0.97,0.75,0.86,0.0,0.5,0.83,0.86,0.96,0.95,0.75,0.86
tradelink.csv,0.86,0.94,0.5,0.85,0.9,0.9,0.75,0.9,0.9,0.92,0.94,0.56,0.67,0.5
wgs-assembler.csv,0.91,0.69,0.88,0.66,0.84,0.77,0.77,0.56,0.59,0.77,0.74,0.46,0.92,0.68
