,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.05,0.0,0.0,0.24,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.05,0.08
jicarilla.csv,0.0,0.15,1.0,0.06,0.18,0.14,0.0,0.1,0.0,0.14,0.0,0.0,0.15,0.25
jmule.csv,0.5,0.85,0.09,0.81,0.65,0.5,0.5,0.24,0.62,0.66,0.58,0.18,0.55,0.96
micomt.csv,0.5,0.1,0.7,0.19,0.26,0.39,0.5,0.24,0.92,0.68,0.32,0.41,0.5,0.21
migen.csv,0.0,0.18,0.18,0.56,1.0,0.43,0.17,0.19,0.31,0.47,0.37,0.23,0.3,0.42
mvnforum.csv,0.5,0.31,0.33,0.06,0.38,0.07,0.89,0.48,0.0,0.29,0.21,0.09,0.6,0.21
ng4j.csv,0.5,0.36,0.12,0.62,0.47,0.43,0.28,0.19,1.0,0.64,0.53,0.14,0.95,0.46
open-data-kit.csv,1.0,0.15,0.09,0.81,0.65,0.64,0.61,0.62,1.0,0.96,0.53,0.86,0.55,0.46
opennms.csv,0.0,0.28,0.42,0.44,0.29,0.93,0.11,0.14,0.15,0.29,0.53,0.05,0.1,0.25
ossim.csv,0.0,0.03,0.0,0.81,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plplot.csv,1.0,0.62,0.03,0.38,0.59,0.36,0.61,0.86,0.23,0.28,0.53,0.05,0.3,0.21
qedo.csv,0.0,0.0,0.0,0.06,0.06,0.07,0.0,0.05,0.0,0.03,0.21,0.95,0.0,0.08
tradelink.csv,0.0,0.18,0.0,0.31,0.15,0.11,0.11,0.33,0.23,0.14,0.95,0.0,0.1,0.08
wgs-assembler.csv,0.0,0.9,0.03,0.56,0.32,0.25,0.22,0.43,0.38,0.25,0.53,0.14,0.15,0.25
