,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.22,0.0,0.0,0.73,0.0,0.0,0.0,1.0,0.57,0.5,0.0,0.25,0.67
jicarilla.csv,0.0,0.23,1.0,0.03,0.38,0.18,0.0,0.25,0.0,0.46,0.0,0.0,0.09,0.32
jmule.csv,0.03,0.37,0.23,0.1,0.5,0.26,0.27,0.45,0.19,0.81,0.22,0.03,0.48,1.0
micomt.csv,0.33,0.4,0.49,0.15,0.39,0.22,0.26,0.5,0.92,0.65,0.38,0.07,0.25,0.31
migen.csv,0.0,0.37,0.4,0.11,1.0,0.29,0.18,0.31,0.4,0.68,0.21,0.06,0.33,0.59
mvnforum.csv,0.05,0.32,0.65,0.03,0.54,0.22,1.0,0.24,0.0,0.73,0.1,0.02,0.6,0.62
ng4j.csv,0.08,0.42,0.33,0.1,0.62,0.27,0.28,0.33,0.31,0.78,0.26,0.03,1.0,0.73
open-data-kit.csv,0.05,0.38,0.16,0.07,0.51,0.28,0.37,0.39,0.19,1.0,0.2,0.09,0.42,0.73
opennms.csv,0.0,0.38,0.78,0.13,0.77,1.0,0.25,0.5,0.12,0.55,0.43,0.01,0.29,0.46
ossim.csv,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plplot.csv,0.11,0.41,0.17,0.05,0.56,0.28,0.39,1.0,0.21,0.78,0.27,0.01,0.3,0.56
qedo.csv,0.0,0.0,0.0,0.03,0.5,0.29,0.0,0.5,0.0,0.29,0.15,1.0,0.0,0.29
tradelink.csv,0.0,0.39,0.0,0.07,0.5,0.3,0.5,0.7,0.3,0.85,1.0,0.0,0.67,1.0
wgs-assembler.csv,0.0,1.0,0.12,0.09,0.58,0.27,0.31,0.5,0.15,0.61,0.43,0.03,0.25,0.32
