,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,0.1,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.07,0.01,0.01,0.05,0.03
jicarilla.csv,0.11,0.29,0.0,0.11,0.23,0.23,0.16,0.11,0.02,0.3,0.14,0.19,0.53,0.45
jmule.csv,0.41,0.8,0.27,0.46,0.51,0.52,0.55,0.11,0.59,0.27,0.52,0.54,0.2,0.0
micomt.csv,0.03,0.09,0.65,0.06,0.33,0.49,0.59,0.09,0.02,0.64,0.13,0.47,0.51,0.38
migen.csv,0.37,0.17,0.24,0.26,0.0,0.38,0.32,0.16,0.1,0.39,0.34,0.32,0.2,0.24
mvnforum.csv,0.3,0.37,0.16,0.11,0.26,0.09,0.0,0.54,0.15,0.18,0.48,0.46,0.14,0.1
ng4j.csv,0.17,0.27,0.22,0.33,0.23,0.42,0.3,0.14,0.49,0.32,0.38,0.4,0.0,0.14
open-data-kit.csv,0.52,0.14,0.43,0.65,0.49,0.6,0.43,0.35,0.92,0.0,0.51,0.8,0.25,0.14
opennms.csv,0.13,0.26,0.11,0.18,0.07,0.0,0.14,0.05,0.24,0.41,0.17,0.46,0.08,0.24
ossim.csv,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
plplot.csv,0.24,0.5,0.14,0.4,0.37,0.34,0.39,0.0,0.19,0.14,0.35,0.37,0.24,0.14
qedo.csv,0.06,0.0,0.0,0.14,0.05,0.06,0.0,0.02,0.1,0.11,0.3,0.0,0.07,0.17
tradelink.csv,0.1,0.16,0.05,0.23,0.12,0.09,0.05,0.05,0.12,0.05,0.0,0.27,0.02,0.0
wgs-assembler.csv,0.15,0.0,0.19,0.33,0.19,0.25,0.2,0.16,0.49,0.27,0.17,0.4,0.15,0.45
