,bacula.csv,fltk.csv,pfaedit.csv,patterntesting.csv,gzigzag.csv,enlightenment.csv,blue-c.csv,aufs.csv,sylpheed-claws.csv,ogrehg.csv,genecys.csv,freewrl.csv,roller.csv,pgui.csv,jparsec.csv,xbg.csv,lportal.csv,genoviz.csv
aufs.csv,0.03,0.51,0.59,0.4,0.28,0.09,0.33,0.65,0.22,0.19,0.53,0.63,0.33,0.09,0.76,0.88,0.24,0.2
bacula.csv,0.7,0.65,0.7,0.43,0.72,0.71,0.7,0.35,0.5,0.78,0.85,0.33,0.75,0.87,1.0,0.62,0.89,0.8
blue-c.csv,0.74,0.93,0.59,0.53,0.66,0.93,0.77,0.84,0.84,0.79,0.89,0.63,0.92,0.83,1.0,0.75,0.97,1.0
enlightenment.csv,0.57,1.0,0.98,1.0,0.9,0.65,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.66,0.93,1.0,1.0,1.0
fltk.csv,0.58,0.67,0.61,0.63,0.66,0.63,0.77,0.78,0.47,0.67,0.87,0.74,0.79,0.77,1.0,0.88,0.94,1.0
freewrl.csv,0.96,0.69,0.94,0.3,0.76,0.92,0.97,1.0,0.99,0.75,0.92,0.81,0.88,0.98,0.73,1.0,0.79,1.0
genecys.csv,0.95,0.96,0.54,0.77,0.79,0.77,0.27,0.78,0.98,0.92,0.79,0.33,0.93,0.94,0.96,1.0,0.71,0.6
genoviz.csv,0.19,0.07,0.26,0.03,0.38,0.03,0.03,0.03,0.06,0.12,0.13,0.04,0.28,0.3,0.0,0.38,0.24,1.0
gzigzag.csv,0.44,0.29,0.78,0.43,0.55,0.09,0.1,0.49,0.58,0.36,0.55,0.52,0.53,0.53,0.73,0.75,0.12,1.0
jparsec.csv,0.93,0.73,0.87,0.83,0.72,0.96,0.8,0.95,0.89,0.7,0.32,0.0,0.76,1.0,0.71,0.5,0.74,1.0
lportal.csv,0.38,0.05,0.04,0.03,0.17,0.24,0.0,0.05,0.24,0.12,0.0,0.0,0.49,0.34,0.02,0.12,0.74,0.2
ogrehg.csv,0.64,0.79,0.54,0.4,0.62,0.42,0.33,0.35,0.62,0.66,0.77,0.33,0.91,0.74,0.89,0.88,0.85,1.0
patterntesting.csv,0.85,0.82,0.94,0.63,0.86,0.95,1.0,0.97,0.97,0.9,0.98,0.96,0.99,0.89,1.0,0.88,0.98,1.0
pfaedit.csv,0.05,0.46,0.76,0.67,0.59,0.25,0.77,0.43,0.12,0.5,0.73,0.33,0.53,0.09,0.22,0.0,0.74,1.0
pgui.csv,0.47,0.0,0.0,1.0,0.97,0.0,1.0,0.68,0.0,0.0,0.98,1.0,0.71,0.72,0.89,1.0,0.0,0.8
roller.csv,0.99,0.96,0.93,0.6,0.69,0.98,1.0,1.0,0.99,0.93,0.94,0.59,0.76,0.98,0.47,0.5,0.92,1.0
sylpheed-claws.csv,0.59,0.84,1.0,0.77,0.9,0.8,1.0,1.0,0.68,0.97,1.0,0.3,0.87,0.72,0.47,0.5,0.92,1.0
xbg.csv,0.18,0.1,0.02,0.43,0.17,0.25,0.23,0.08,0.26,0.13,0.37,0.0,0.13,0.17,0.0,0.75,0.04,0.0
