,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.49,0.73,0.41,0.38,0.42,0.73,0.35,0.5,0.4,0.5,0.35,0.42,0.4,0.36
flylinkdc.csv,0.54,0.47,0.53,0.35,0.54,0.41,0.35,0.46,0.54,0.5,0.68,0.47,0.6,0.59
grisbi.csv,0.39,0.44,0.42,0.33,0.43,0.32,0.38,0.36,0.29,0.35,0.33,0.45,0.36,0.36
jaolt.csv,0.59,0.54,0.51,0.32,0.46,0.43,0.41,0.46,0.32,0.52,0.88,0.52,0.83,0.5
maidsafe-dht.csv,0.8,0.69,0.71,0.36,0.52,0.32,0.45,0.35,0.33,0.46,0.0,0.68,0.74,0.35
mimosa.csv,0.51,0.38,0.45,0.39,0.56,0.33,0.42,0.56,0.55,0.4,0.38,0.52,0.41,0.51
n2cms.csv,0.38,0.54,0.36,0.31,0.49,0.59,0.37,0.6,0.27,0.43,0.62,0.4,0.39,0.37
nassp.csv,0.87,0.82,0.9,0.53,0.63,0.91,0.56,0.89,0.86,0.88,0.0,0.57,0.93,0.9
nug.csv,0.84,0.48,0.9,0.67,0.93,0.49,0.55,0.64,0.0,0.58,0.93,0.85,0.71,0.51
quantlib.csv,0.36,0.97,0.75,0.37,0.65,0.94,0.37,0.95,0.35,0.89,0.0,0.0,0.65,0.86
red5.csv,0.36,0.37,0.38,0.4,0.43,0.41,0.36,0.36,0.54,0.33,0.37,0.43,0.36,0.35
super-tux.csv,0.37,0.63,0.42,0.49,0.45,0.5,0.46,0.45,0.47,0.38,0.36,0.43,0.34,0.32
tcvp.csv,0.5,0.83,0.5,0.0,0.92,0.0,0.5,0.0,0.0,0.0,0.76,0.0,0.5,0.67
zxing.csv,0.44,0.57,0.41,0.39,0.48,0.68,0.35,0.38,0.44,0.47,0.88,0.43,0.94,0.41
