,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.65,0.51,0.5,0.19,0.48,0.54,0.98,0.61,0.64,0.47,0.25,0.54,0.52,0.57,0.42,0.69,0.44,0.52
ardour.csv,0.51,0.51,0.49,0.33,0.24,0.42,0.3,0.99,0.4,0.38,0.7,0.47,0.66,0.44,0.55,0.72,0.68,0.35
bacnet.csv,0.63,0.58,0.65,0.96,0.44,0.45,0.51,0.57,0.56,0.53,0.56,0.62,0.56,0.37,0.51,0.46,0.55,0.29
cortex-vfx.csv,0.56,0.43,0.33,0.33,0.28,0.34,0.19,0.23,0.39,0.29,0.43,0.35,0.47,0.9,0.53,0.49,0.42,0.31
enzo.csv,0.69,0.62,0.55,0.62,0.57,0.57,0.62,0.66,0.66,0.97,0.67,0.59,0.62,0.51,0.43,0.8,0.67,0.52
growl-for-windows.csv,0.64,0.61,0.71,0.3,0.53,0.71,0.42,0.66,0.58,0.44,0.58,0.6,0.67,0.51,0.98,0.66,0.66,0.59
heekscad.csv,0.99,0.76,0.68,0.04,0.62,0.63,0.57,0.68,0.63,0.02,0.05,0.64,0.65,0.63,0.5,0.73,0.0,0.5
minig.csv,0.61,0.57,0.65,0.05,0.97,0.59,0.53,0.68,0.52,0.61,0.51,0.56,0.67,0.57,0.7,0.71,0.6,0.69
multitude.csv,0.68,0.65,0.63,0.43,0.49,0.56,0.56,0.71,0.98,0.51,0.64,0.56,0.69,0.64,0.42,0.78,0.6,0.33
natpad.csv,0.58,0.57,0.54,0.32,0.64,0.67,0.39,0.62,0.4,0.46,0.7,0.53,0.59,0.48,0.2,0.67,0.98,0.44
open-ms.csv,0.39,0.34,0.45,0.3,0.54,0.48,0.19,0.35,0.32,0.36,0.17,0.94,0.46,0.43,0.6,0.35,0.33,0.54
planeshift.csv,0.7,0.62,0.98,0.59,0.57,0.6,0.54,0.5,0.66,0.75,0.73,0.56,0.57,0.6,0.46,0.77,0.52,0.39
rocrail.csv,0.5,0.43,0.4,0.1,0.26,0.33,0.16,0.56,0.2,0.26,0.41,0.4,0.36,0.3,0.2,0.96,0.38,0.11
salasaga.csv,0.36,0.34,0.37,0.27,0.5,0.45,0.56,0.49,0.28,0.28,0.97,0.38,0.27,0.64,0.24,0.2,0.39,0.23
xcsoar.csv,0.61,0.93,0.63,0.43,0.51,0.52,0.42,0.71,0.47,0.54,0.6,0.55,0.63,0.63,0.32,0.82,0.64,0.63
xemeiah.csv,0.64,0.7,0.58,0.49,0.34,0.97,0.28,0.66,0.37,0.42,0.74,0.54,0.47,0.38,0.29,0.75,0.64,0.39
xmoto.csv,0.58,0.61,0.53,0.53,0.34,0.56,0.33,0.64,0.5,0.58,0.59,0.51,0.95,0.51,0.44,0.71,0.53,0.56
zxing.csv,0.57,0.64,0.65,0.36,0.44,0.57,0.54,0.67,0.49,0.54,0.49,0.46,0.57,0.65,0.26,0.71,0.61,0.97
