,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.49,0.74,0.68,0.86,0.85,0.69,0.03,0.61,0.53,0.6,0.81,0.64,0.65,0.71,0.81,0.57,0.64,0.65
ardour.csv,0.6,0.55,0.58,0.72,0.82,0.65,0.78,0.01,0.65,0.69,0.45,0.61,0.44,0.65,0.58,0.42,0.52,0.7
bacnet.csv,0.48,0.65,0.62,0.05,0.71,0.79,0.75,0.59,0.59,0.67,0.72,0.6,0.71,0.79,0.73,0.85,0.71,1.0
cortex-vfx.csv,0.51,0.64,0.75,0.78,0.78,0.78,0.85,0.82,0.69,0.77,0.64,0.73,0.64,0.12,0.57,0.59,0.66,0.73
enzo.csv,0.58,0.66,0.79,0.68,0.75,0.7,0.73,0.65,0.63,0.12,0.6,0.69,0.63,0.8,0.88,0.51,0.59,0.77
growl-for-windows.csv,0.61,0.51,0.48,0.77,0.63,0.46,0.71,0.5,0.59,0.89,0.51,0.68,0.64,0.58,0.03,0.69,0.54,0.58
heekscad.csv,0.02,0.45,0.48,0.97,0.6,0.53,0.56,0.56,0.51,0.98,0.96,0.61,0.55,0.57,0.71,0.61,1.0,0.66
minig.csv,0.7,0.52,0.64,0.99,0.04,0.66,0.7,0.63,0.64,0.49,0.82,0.64,0.49,0.63,0.51,0.63,0.76,0.47
multitude.csv,0.51,0.6,0.5,0.68,0.75,0.59,0.6,0.55,0.03,0.55,0.65,0.57,0.43,0.61,0.72,0.55,0.62,0.77
natpad.csv,0.56,0.55,0.56,0.81,0.5,0.52,0.67,0.59,0.66,0.86,0.51,0.61,0.51,0.63,0.84,0.39,0.03,0.61
open-ms.csv,0.71,0.74,0.76,0.82,0.76,0.72,0.84,0.71,0.81,0.96,0.86,0.07,0.7,0.65,0.53,0.8,0.8,0.79
planeshift.csv,0.41,0.7,0.07,0.69,0.63,0.58,0.78,0.82,0.57,0.37,0.49,0.75,0.71,0.7,0.71,0.56,0.82,0.89
rocrail.csv,0.56,0.63,0.66,0.93,0.79,0.72,0.87,0.54,0.83,0.79,0.67,0.67,0.69,0.77,0.84,0.05,0.68,0.92
salasaga.csv,0.91,0.92,0.9,0.94,0.83,0.87,0.78,0.84,0.95,0.95,0.04,0.91,0.94,0.69,0.94,0.96,0.9,0.95
xcsoar.csv,0.48,0.1,0.52,0.66,0.56,0.57,0.7,0.5,0.61,0.52,0.49,0.57,0.46,0.51,0.8,0.42,0.42,0.51
xemeiah.csv,0.46,0.43,0.5,0.6,0.73,0.05,0.78,0.44,0.68,0.83,0.47,0.56,0.6,0.69,0.77,0.4,0.51,0.68
xmoto.csv,0.48,0.49,0.54,0.6,0.73,0.51,0.75,0.52,0.58,0.48,0.53,0.59,0.06,0.6,0.73,0.44,0.77,0.61
zxing.csv,0.51,0.54,0.51,0.72,0.69,0.52,0.62,0.59,0.58,0.78,0.61,0.67,0.57,0.58,0.8,0.52,0.47,0.04
