,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.47,0.46,0.51,0.94,0.43,0.44,0.51,0.44,0.52,0.49,0.97,0.54,0.56,0.46,0.48,0.49,0.6,0.49
ardour.csv,0.55,0.54,0.49,0.76,0.91,0.7,0.74,0.46,0.68,0.6,0.43,0.62,0.56,0.6,0.72,0.57,0.56,0.67
bacnet.csv,0.53,0.49,0.37,0.67,0.64,0.55,0.64,0.49,0.59,0.62,0.67,0.5,0.52,0.57,0.41,0.44,0.52,0.64
cortex-vfx.csv,0.6,0.69,0.73,0.76,0.96,0.89,0.9,0.96,0.84,0.74,0.6,0.82,0.6,0.89,0.74,0.69,0.71,0.75
enzo.csv,0.45,0.39,0.33,0.38,0.42,0.42,0.41,0.37,0.42,0.4,0.44,0.41,0.45,0.45,0.39,0.37,0.37,0.39
growl-for-windows.csv,0.49,0.5,0.37,0.69,0.57,0.56,0.57,0.45,0.54,0.53,0.48,0.5,0.46,0.58,0.57,0.45,0.41,0.55
heekscad.csv,0.44,0.36,0.37,0.75,0.39,0.41,0.48,0.4,0.42,0.67,0.5,0.42,0.4,0.41,0.37,0.4,0.0,0.38
minig.csv,0.5,0.49,0.4,0.38,0.57,0.43,0.47,0.36,0.54,0.46,0.59,0.51,0.5,0.5,0.54,0.47,0.44,0.36
multitude.csv,0.45,0.44,0.4,0.68,0.43,0.43,0.49,0.38,0.51,0.51,0.56,0.53,0.39,0.51,0.48,0.38,0.44,0.67
natpad.csv,0.53,0.57,0.44,0.7,0.52,0.58,0.56,0.44,0.71,0.51,0.47,0.56,0.61,0.53,0.88,0.68,0.56,0.61
open-ms.csv,0.7,0.94,0.58,0.89,0.49,0.77,0.86,0.69,0.9,0.7,0.94,0.88,0.74,0.8,0.74,0.71,0.71,0.44
planeshift.csv,0.39,0.37,0.37,0.44,0.45,0.44,0.47,0.38,0.44,0.34,0.43,0.43,0.46,0.41,0.46,0.38,0.42,0.34
rocrail.csv,0.5,0.82,0.52,0.92,0.93,0.74,0.88,0.45,0.93,0.78,0.59,0.79,0.67,0.88,0.88,0.67,0.72,0.86
salasaga.csv,0.52,0.43,0.38,0.42,0.44,0.53,0.47,0.44,0.51,0.53,0.89,0.44,0.48,0.51,0.44,0.45,0.53,0.41
xcsoar.csv,0.41,0.47,0.39,0.57,0.65,0.46,0.52,0.4,0.62,0.42,0.45,0.54,0.36,0.45,0.56,0.42,0.46,0.37
xemeiah.csv,0.4,0.44,0.36,0.6,0.62,0.58,0.64,0.42,0.65,0.54,0.43,0.54,0.62,0.56,0.58,0.37,0.37,0.5
xmoto.csv,0.44,0.48,0.46,0.53,0.78,0.54,0.63,0.41,0.57,0.47,0.52,0.57,0.53,0.54,0.48,0.41,0.54,0.55
zxing.csv,0.45,0.43,0.38,0.64,0.62,0.45,0.53,0.41,0.5,0.47,0.48,0.61,0.47,0.43,0.73,0.54,0.42,0.39
