,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.5,0.56,0.73,0.41,0.42,0.47,0.38,0.48,0.43,0.66,0.93,0.59,0.44,0.46,0.45,0.63,0.41
biopax.csv,0.4,0.46,0.44,0.35,0.46,0.4,0.41,0.43,0.42,0.46,0.38,0.5,0.4,0.4,0.37,0.49,0.42
ffigo.csv,0.48,0.42,0.63,0.36,0.48,0.56,0.39,0.41,0.44,0.5,0.68,0.58,0.46,0.4,0.42,0.56,0.38
freebios.csv,0.53,0.95,0.61,0.68,0.94,0.65,0.65,0.58,0.68,0.76,0.66,0.67,0.49,0.6,0.57,0.52,0.58
glelite.csv,0.4,0.41,0.39,0.36,0.46,0.38,0.43,0.4,0.43,0.4,0.39,0.49,0.38,0.39,0.36,0.41,0.41
gnupdate.csv,0.51,0.99,0.48,0.4,0.95,0.54,0.48,0.55,0.49,0.83,0.79,0.66,0.48,0.61,0.54,0.58,0.41
go.csv,0.46,0.43,0.49,0.37,0.51,0.41,0.4,0.42,0.42,0.49,0.55,0.52,0.39,0.41,0.37,0.53,0.43
gstreamer.csv,0.44,0.53,0.52,0.36,0.45,0.41,0.46,0.42,0.41,0.6,0.4,0.57,0.43,0.45,0.42,0.5,0.43
metacosm.csv,0.71,0.81,0.88,0.5,0.86,0.81,0.5,0.81,0.55,0.71,0.75,0.69,0.65,0.76,0.89,0.7,0.52
pcsx2.csv,0.43,0.45,0.48,0.56,0.53,0.44,0.42,0.43,0.49,0.54,0.91,0.56,0.58,0.45,0.58,0.68,0.44
pgui.csv,0.6,0.99,0.93,0.79,0.84,0.64,0.61,0.72,0.53,0.88,0.92,0.84,0.86,0.95,0.67,0.83,0.55
qse.csv,0.65,0.62,0.81,0.45,0.68,0.68,0.51,0.7,0.5,0.55,0.83,0.62,0.68,0.57,0.58,0.67,0.51
rebecca-aiml.csv,0.56,0.99,0.7,0.41,0.94,0.57,0.73,0.7,0.62,0.67,0.72,0.78,0.56,0.64,0.7,0.55,0.5
skia.csv,0.76,0.6,0.91,0.78,0.48,0.82,0.92,0.74,0.49,0.81,0.45,0.63,0.89,0.77,0.61,0.81,0.91
vars-redux.csv,0.54,0.82,0.93,0.51,0.57,0.6,0.48,0.45,0.46,0.78,0.92,0.72,0.59,0.54,0.69,0.71,0.43
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.88,0.0,0.67,0.67,0.0,0.0,0.0
yale.csv,0.49,0.99,0.56,0.5,0.75,0.45,0.64,0.63,0.6,0.65,0.54,0.68,0.52,0.7,0.5,0.52,0.66
