,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.26,0.08,0.3,0.45,0.13,0.0,0.11,0.04,0.09,0.31,0.07,0.14,0.14,0.3,0.16,0.1,0.45,0.19,0.11,0.02
cuberok.csv,0.38,0.26,0.1,0.35,0.32,0.31,0.43,0.31,0.27,0.03,0.02,0.55,0.21,0.14,0.54,0.09,0.28,0.19,0.22,0.47
emisview.csv,0.08,0.06,0.1,0.05,0.05,0.09,0.0,0.13,0.0,0.0,0.05,0.0,0.14,0.02,0.05,0.05,0.15,0.05,0.0,0.06
jas.csv,0.0,0.02,0.0,0.0,0.0,0.09,0.02,0.12,0.27,0.0,0.11,0.02,0.07,0.05,0.0,0.02,0.0,0.0,0.03,0.11
jatlas.csv,0.08,0.0,0.0,0.2,0.03,0.0,0.08,0.08,0.09,0.0,0.09,0.02,0.21,0.02,0.09,0.05,0.08,0.28,0.0,0.02
javaprofiler.csv,0.77,0.31,0.3,0.75,0.16,0.57,0.45,0.52,0.36,0.83,0.35,0.29,0.57,0.39,0.45,0.55,0.66,0.91,0.0,0.87
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.03,0.0,0.0,0.05,0.14,0.0,0.03,0.36,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0
jrefactory.csv,0.23,0.45,0.3,0.7,0.0,0.43,0.36,0.65,0.27,0.29,0.37,0.61,0.36,0.61,0.65,0.31,0.25,0.23,0.28,0.81
kdenlive.csv,0.0,0.16,0.2,0.7,0.29,0.17,0.3,0.25,0.18,0.43,0.18,0.18,0.29,0.18,0.17,0.2,0.3,0.58,0.14,0.39
m-m-m.csv,0.64,0.45,0.0,0.55,0.32,0.6,0.21,0.51,0.18,0.74,0.47,0.73,0.36,0.7,0.81,0.64,0.47,0.37,0.39,0.76
octet.csv,0.0,0.21,0.4,0.05,0.37,0.23,0.23,0.32,0.18,0.0,0.15,0.0,0.29,0.27,0.15,0.26,0.0,0.07,0.03,0.08
opendvr.csv,0.62,0.65,0.0,0.35,0.63,0.54,0.68,0.62,0.82,0.54,0.55,0.41,0.36,0.26,0.26,0.34,0.0,0.58,0.72,0.52
opennms.csv,0.05,0.03,0.1,0.0,0.11,0.06,0.02,0.0,0.0,0.0,0.08,0.04,0.14,0.08,0.08,0.02,0.04,0.07,0.03,0.05
poormans.csv,0.46,0.23,0.1,0.25,0.29,0.09,0.34,0.27,0.0,0.17,0.06,0.02,0.21,0.18,0.1,0.0,0.06,0.19,0.0,0.21
power-architect.csv,0.92,0.63,1.0,0.85,0.61,0.86,0.87,0.87,0.36,0.71,0.63,0.61,0.0,0.61,0.93,0.83,0.77,0.84,0.72,0.92
rohxel.csv,0.87,0.79,1.0,0.9,0.84,0.91,0.91,0.88,0.0,1.0,0.89,0.84,0.71,0.97,0.8,0.93,0.81,0.81,0.78,1.0
synecdoche.csv,0.54,0.15,0.2,0.4,0.5,0.29,0.36,0.35,0.18,0.63,0.2,0.37,0.29,0.38,0.23,0.28,0.45,0.0,0.47,0.47
thedata.csv,0.0,0.13,0.1,0.0,0.08,0.11,0.06,0.23,0.0,0.46,0.37,0.33,0.29,0.11,0.14,0.1,0.0,0.33,0.25,0.0
x-ray-mule.csv,0.23,0.15,0.0,0.0,0.13,0.23,0.0,0.18,0.36,0.2,0.23,0.29,0.07,0.0,0.2,0.08,0.32,0.21,0.03,0.0
