,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.36,0.0,0.11,0.3,0.16,0.98,0.39,0.12,0.05,0.47,0.0,0.13,0.28,0.09,0.0,0.19,0.33,0.46,0.3,0.0
cuberok.csv,0.52,0.25,0.35,0.05,0.41,0.17,0.39,0.3,0.42,0.95,0.2,0.21,0.59,0.0,0.11,0.39,0.39,0.2,0.32,0.06
emisview.csv,0.47,0.2,0.04,0.06,0.17,0.11,1.0,0.31,0.0,0.09,0.0,0.25,0.13,0.0,0.0,0.26,0.38,0.0,0.05,0.0
jas.csv,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.24,0.09,0.0,0.06,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.12,0.0
jatlas.csv,0.17,1.0,0.04,0.26,0.0,0.11,0.07,0.21,0.1,0.0,0.0,0.0,0.07,0.0,0.0,0.1,0.07,0.22,0.0,0.0
javaprofiler.csv,0.76,0.29,0.63,0.8,0.27,0.46,0.46,0.36,0.68,0.52,0.09,0.24,0.67,0.0,0.21,0.44,0.39,0.52,0.99,0.13
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.24,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jrefactory.csv,0.69,0.11,0.46,0.34,0.99,0.08,0.35,0.27,0.71,0.36,0.02,0.27,0.64,0.09,0.05,0.43,0.41,0.61,0.38,0.11
kdenlive.csv,0.98,0.13,0.39,0.31,0.37,0.19,0.1,0.26,0.18,0.52,0.13,0.22,0.47,0.0,0.0,0.29,0.45,0.54,0.26,0.07
m-m-m.csv,0.75,0.17,1.0,0.74,0.6,0.67,0.49,0.3,0.56,0.55,0.02,0.2,0.66,0.08,0.06,0.42,0.32,0.5,0.53,0.08
octet.csv,0.13,0.2,0.28,0.0,0.51,0.18,0.6,0.34,0.42,0.0,0.05,0.92,0.41,0.0,0.07,0.42,0.0,0.0,0.17,0.0
opendvr.csv,0.62,0.09,0.38,0.32,0.6,0.67,0.31,0.42,0.75,0.45,0.03,0.19,0.78,0.0,0.0,0.33,1.0,0.52,0.51,0.05
opennms.csv,0.13,0.44,0.07,0.06,0.14,0.06,0.22,0.96,0.1,0.0,0.08,0.2,0.16,0.25,0.0,0.05,0.15,0.12,0.05,0.0
poormans.csv,0.25,0.1,0.14,0.0,0.37,0.11,0.45,0.37,0.23,0.44,0.19,0.4,0.46,0.0,0.0,0.94,0.28,0.28,0.15,0.11
power-architect.csv,0.73,0.17,0.86,0.68,0.56,0.67,0.45,0.32,0.74,0.64,0.0,0.19,1.0,0.05,0.08,0.36,0.52,0.51,0.6,0.12
rohxel.csv,0.79,0.17,0.88,0.7,0.64,0.59,0.47,0.41,0.99,0.56,0.05,0.18,0.87,0.06,0.08,0.35,0.47,0.56,0.77,0.11
synecdoche.csv,0.55,0.25,0.32,0.27,0.43,0.28,0.42,0.17,0.29,0.56,0.15,0.14,0.29,0.0,0.21,0.37,0.44,0.96,0.56,0.17
thedata.csv,0.03,0.14,0.24,0.0,0.07,0.65,0.14,0.33,0.14,0.42,0.07,0.08,0.43,0.0,0.0,0.12,0.0,0.41,0.13,1.0
x-ray-mule.csv,0.45,0.13,0.11,0.97,0.4,0.14,0.0,0.13,0.35,0.07,0.0,0.17,0.07,0.0,0.12,0.13,0.23,0.27,0.37,0.0
