,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.46,0.29,0.25,0.47,1.0,0.33,0.29,0.34,0.85,0.5,0.25,0.74,0.31,0.45
flylinkdc.csv,1.0,0.36,0.35,0.46,0.43,0.32,0.43,0.05,0.62,0.31,0.16,0.5,0.14,0.3
grisbi.csv,0.49,0.53,0.35,0.35,0.75,0.71,0.38,0.64,0.99,0.81,0.22,0.71,0.34,0.82
jaolt.csv,0.51,0.49,0.4,0.44,0.69,0.62,0.37,0.58,0.7,0.99,0.21,0.71,0.25,0.71
maidsafe-dht.csv,0.41,0.14,1.0,0.18,0.34,0.12,0.11,0.17,0.19,0.21,0.0,0.19,0.21,0.22
mimosa.csv,0.32,0.47,0.29,0.32,0.79,0.69,0.39,0.99,0.91,0.81,0.22,0.66,0.29,0.45
n2cms.csv,0.49,1.0,0.39,0.29,0.57,0.42,0.41,0.28,0.74,0.51,0.17,0.58,0.11,0.74
nassp.csv,0.48,0.41,0.44,0.43,0.38,0.47,0.91,0.43,0.31,0.59,0.0,0.2,0.23,0.34
nug.csv,0.32,0.35,0.22,0.97,0.41,0.35,0.24,0.24,0.19,0.31,0.0,0.44,0.05,0.13
quantlib.csv,0.44,0.53,0.24,0.22,0.36,0.67,0.2,0.55,0.26,0.68,0.0,0.41,0.96,0.66
red5.csv,0.36,0.39,0.19,0.38,0.34,0.99,0.11,0.44,0.0,0.63,0.11,0.5,0.12,0.69
super-tux.csv,0.43,0.49,0.32,0.49,0.86,0.62,0.34,0.64,0.9,0.67,0.2,1.0,0.34,0.39
tcvp.csv,0.3,0.31,0.19,0.24,0.34,0.38,0.3,0.3,0.5,0.32,0.94,0.2,0.25,0.48
zxing.csv,0.46,0.42,0.42,0.3,0.59,0.57,0.39,0.56,0.76,0.77,0.2,0.52,0.25,0.98
