,flylinkdc.csv,n2cms.csv,maidsafe-dht.csv,nug.csv,codeblocks.csv,red5.csv,nassp.csv,mimosa.csv,grisbi.csv,jaolt.csv,tcvp.csv,super-tux.csv,quantlib.csv,zxing.csv
codeblocks.csv,0.38,0.85,0.45,0.36,0.44,0.92,0.42,0.57,0.35,0.53,0.36,0.51,0.4,0.65
flylinkdc.csv,0.7,0.84,0.65,0.41,0.65,0.92,0.48,0.67,0.48,0.83,0.69,0.59,0.94,0.91
grisbi.csv,0.34,0.36,0.37,0.3,0.42,0.3,0.33,0.34,0.32,0.34,0.35,0.44,0.35,0.33
jaolt.csv,0.44,0.44,0.47,0.46,0.45,0.36,0.55,0.4,0.41,0.39,0.44,0.43,0.45,0.4
maidsafe-dht.csv,0.94,0.88,0.86,0.8,0.67,0.8,0.83,0.88,0.86,0.91,0.0,0.82,0.78,0.88
mimosa.csv,0.53,0.43,0.51,0.37,0.47,0.35,0.38,0.54,0.34,0.36,0.42,0.65,0.54,0.62
n2cms.csv,0.48,0.6,0.46,0.34,0.51,0.61,0.41,0.63,0.36,0.62,0.34,0.44,0.54,0.41
nassp.csv,0.69,0.62,0.69,0.73,0.65,0.48,0.8,0.57,0.92,0.4,0.0,0.75,0.91,0.73
nug.csv,0.82,0.82,0.92,0.81,0.88,0.93,0.92,0.9,0.94,0.94,0.93,0.87,0.94,0.83
quantlib.csv,0.66,0.51,0.91,0.8,0.7,0.39,0.72,0.44,0.91,0.49,0.67,0.62,0.95,0.49
red5.csv,0.55,0.44,0.83,0.89,0.83,0.45,0.86,0.54,0.0,0.43,0.62,0.57,0.88,0.47
super-tux.csv,0.36,0.38,0.39,0.38,0.41,0.35,0.36,0.53,0.35,0.37,0.36,0.44,0.36,0.6
tcvp.csv,0.65,0.8,0.82,0.54,0.89,0.62,0.57,0.55,0.53,0.81,0.88,0.91,0.73,0.54
zxing.csv,0.43,0.5,0.41,0.37,0.47,0.61,0.48,0.4,0.36,0.41,0.37,0.46,0.53,0.41
