,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,phet.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,qdvdauthor.csv,kmess.csv,moast.csv,nativeclient.csv,genoviz.csv
brlcad.csv,0.17,0.73,0.43,0.06,0.13,0.28,0.22,0.37,0.23,0.35,0.39,0.13,0.68,0.24,0.1,0.07,0.12,0.07,0.44
delphilhlplib.csv,0.4,0.66,0.79,0.46,0.7,0.56,0.31,0.57,0.49,0.58,0.36,0.57,0.77,0.47,0.51,0.38,0.8,0.19,0.57
exordium.csv,0.58,0.34,0.61,0.48,0.79,0.59,0.28,0.55,0.67,0.44,0.11,0.51,0.7,0.47,0.56,0.39,0.19,0.1,0.86
fltk.csv,0.69,0.26,0.45,0.71,0.68,0.59,0.62,0.57,0.64,0.56,0.8,0.42,0.23,0.57,0.6,0.58,0.45,0.3,0.84
genoviz.csv,0.32,0.06,0.53,0.12,0.25,0.42,0.09,0.13,0.19,0.16,0.13,0.13,0.0,0.17,0.26,0.16,0.28,0.21,0.98
gzigzag.csv,0.73,0.18,0.22,0.21,0.52,0.51,0.11,0.19,0.41,0.18,0.36,0.3,0.16,0.13,0.02,0.11,0.28,0.09,0.62
irrlicht.csv,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
kmess.csv,0.27,0.0,0.0,0.65,0.53,0.12,0.01,0.64,0.75,0.37,0.04,0.64,0.07,0.18,0.59,0.71,0.15,0.0,0.0
moast.csv,0.16,0.0,0.28,0.23,0.41,0.36,0.38,0.29,0.0,0.31,0.0,0.29,0.12,0.53,0.21,0.0,0.97,0.0,0.59
mptvseries.csv,0.7,0.61,0.0,0.49,0.47,0.36,0.04,0.78,0.56,0.29,0.67,0.37,0.23,0.25,0.46,0.42,0.0,0.21,0.77
nativeclient.csv,0.41,0.61,0.68,0.53,0.63,0.63,0.35,0.68,0.65,0.52,0.72,0.73,0.75,0.62,0.57,0.62,0.45,0.65,0.67
openfrag.csv,0.3,0.57,0.37,0.68,0.78,0.59,0.41,0.7,0.76,0.65,0.62,0.65,0.46,0.76,0.56,0.58,0.44,0.42,0.33
phet.csv,0.04,0.58,0.38,0.12,0.24,0.41,0.61,0.34,0.18,0.4,0.11,0.27,0.32,0.23,0.4,0.38,0.02,0.46,0.0
qdvdauthor.csv,0.4,0.47,0.45,0.48,0.47,0.47,0.61,0.73,0.55,0.53,0.0,0.46,0.36,0.58,0.76,0.62,0.89,0.39,0.23
qse.csv,0.59,0.17,0.52,0.69,0.7,0.64,0.57,0.65,0.82,0.58,0.76,0.57,0.63,0.43,0.45,0.51,0.45,0.17,0.59
sauerbraten.csv,0.77,0.0,0.45,0.13,0.21,0.62,0.48,0.24,0.0,0.24,0.0,0.24,0.37,0.0,0.38,0.09,0.74,0.05,0.18
toped.csv,0.56,0.47,0.5,0.46,0.59,0.32,0.48,0.68,0.82,0.5,0.24,0.33,0.39,0.6,0.69,0.6,0.9,0.58,0.27
truevision.csv,0.65,0.0,0.5,0.68,0.65,0.39,0.55,0.58,0.63,0.6,0.0,0.77,0.67,0.66,0.58,0.6,0.13,0.13,0.23
zoolib.csv,0.68,0.28,0.63,0.49,0.77,0.56,0.17,0.58,0.65,0.47,0.39,0.49,0.67,0.28,0.45,0.55,0.57,0.16,0.66
