,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,ogre.csv,autat.csv,mimosa.csv,qdvdauthor.csv,moast.csv,biodwh.csv,jcache.csv,zxing.csv
autat.csv,2.0,1.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,3.0,1.0,1.0,6.0,0.0,0.0
biodwh.csv,0.0,123.0,4.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
brlcad.csv,6.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,79.0,3.0,0.0,10.0,74.0,0.0
delphilhlplib.csv,4.0,0.0,1.0,0.0,9.0,18.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,2.0,0.0
exordium.csv,2.0,3.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
fltk.csv,3.0,0.0,0.0,2.0,6.0,33.0,4.0,0.0,6.0,1.0,1.0,2.0,12.0,3.0,0.0
gzigzag.csv,1.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0
jcache.csv,6.0,4.0,1.0,6.0,10.0,12.0,5.0,0.0,10.0,0.0,0.0,0.0,10.0,2.0,0.0
mimosa.csv,7.0,4.0,1.0,3.0,12.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,17.0,3.0,0.0
moast.csv,2.0,4.0,4.0,2.0,6.0,6.0,5.0,0.0,11.0,1.0,0.0,0.0,18.0,25.0,0.0
mptvseries.csv,1.0,1.0,70.0,0.0,0.0,1.0,1.0,0.0,83.0,1.0,0.0,257.0,3.0,0.0,0.0
ogre.csv,3.0,0.0,0.0,1.0,13.0,1.0,13.0,0.0,21.0,0.0,0.0,2.0,3.0,2.0,0.0
qdvdauthor.csv,1.0,4.0,0.0,3.0,11.0,24.0,9.0,0.0,14.0,1.0,0.0,1.0,17.0,3.0,0.0
sauerbraten.csv,1.0,3.0,0.0,3.0,13.0,1.0,5.0,0.0,19.0,0.0,0.0,0.0,12.0,3.0,0.0
zxing.csv,0.0,2.0,1.0,0.0,5.0,20.0,2.0,0.0,2.0,1.0,0.0,1.0,5.0,2.0,0.0
