,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.36,0.31,0.27,0.25,0.38,0.28,0.48,0.98,0.79,0.65,0.4,0.45,0.25,0.51,0.1,0.15
arcallians.csv,0.55,0.5,0.45,0.29,0.32,0.28,1.0,0.95,0.55,0.12,0.28,0.29,0.4,0.71,0.85,0.51
arianne.csv,0.26,0.92,1.0,1.0,0.87,1.0,0.61,0.95,0.73,1.0,1.0,1.0,0.34,0.95,0.7,0.83
aztec.csv,0.3,0.6,0.27,0.5,0.12,0.68,0.21,0.47,0.37,0.57,0.54,0.32,0.05,0.2,0.25,0.39
biopax.csv,0.98,0.83,1.0,0.88,0.96,0.95,1.0,0.97,1.0,0.93,0.72,1.0,0.92,0.95,0.1,1.0
bl-toolkit.csv,0.7,0.94,0.18,1.0,0.71,1.0,0.97,0.52,0.78,1.0,1.0,0.28,0.99,1.0,0.65,1.0
gnupdate.csv,0.41,0.7,0.05,0.42,0.28,0.68,0.96,0.48,0.72,0.16,0.38,0.03,0.35,0.68,0.25,0.56
les-indemodables.csv,0.55,0.33,0.91,0.25,0.41,0.4,0.42,0.89,0.39,0.52,0.48,0.51,0.51,0.31,0.35,0.58
ng4j.csv,0.28,0.47,0.14,0.38,0.15,0.5,0.04,0.44,0.69,0.26,0.3,0.39,0.19,0.71,0.0,0.32
openxava.csv,0.31,0.32,0.09,0.08,0.29,0.08,0.54,0.35,0.27,0.44,0.54,0.26,0.44,0.11,0.2,0.37
phonon-vlc-mplayer.csv,0.24,0.47,0.36,0.62,0.17,0.18,0.08,0.67,0.48,0.55,0.43,0.5,0.12,0.83,0.0,0.29
qgis.csv,0.29,0.27,0.36,0.0,0.38,0.25,0.06,0.89,0.34,0.0,0.0,0.68,0.33,0.66,0.05,0.27
rsyslog.csv,0.55,0.36,0.27,0.29,0.7,0.3,0.77,0.98,0.79,0.22,0.33,0.94,0.65,0.2,0.1,0.22
vars-redux.csv,0.52,0.28,0.95,0.54,0.62,0.72,0.21,0.78,0.37,0.6,0.26,1.0,0.49,0.94,0.0,0.41
xapian.csv,0.55,0.8,0.73,0.83,0.49,0.72,0.96,0.86,0.88,0.5,0.38,1.0,0.25,0.8,0.55,0.78
xqilla.csv,0.62,0.2,0.05,0.0,0.38,0.55,0.61,0.0,0.46,0.24,0.25,0.06,0.58,0.0,0.4,0.46
