,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,0.0,0.0,69.0,3.0,0.0,0.0,61.0,77.0,71.0,119.0,0.0,260.0,1.0,0.0
jicarilla.csv,72.0,1.0,0.0,281.0,4.0,104.0,61.0,1.0,71.0,5.0,95.0,0.0,0.0,5.0
jmule.csv,72.0,4.0,0.0,30.0,2.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
micomt.csv,72.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0
migen.csv,72.0,1.0,0.0,12.0,0.0,0.0,2.0,1.0,4.0,0.0,11.0,44.0,4.0,0.0
mvnforum.csv,27.0,6.0,0.0,40.0,4.0,7.0,0.0,7.0,27.0,1.0,1.0,11.0,0.0,4.0
ng4j.csv,7.0,3.0,69.0,48.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,16.0,0.0,1.0
open-data-kit.csv,29.0,2.0,0.0,11.0,0.0,0.0,1.0,5.0,1.0,0.0,3.0,7.0,5.0,0.0
opennms.csv,72.0,3.0,0.0,29.0,0.0,0.0,2.0,2.0,71.0,5.0,11.0,23.0,6.0,0.0
ossim.csv,72.0,0.0,69.0,0.0,76.0,0.0,61.0,77.0,71.0,0.0,95.0,260.0,78.0,52.0
plplot.csv,12.0,5.0,3.0,8.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0
qedo.csv,72.0,4.0,0.0,281.0,76.0,0.0,61.0,77.0,71.0,3.0,0.0,0.0,78.0,1.0
tradelink.csv,72.0,0.0,0.0,42.0,6.0,104.0,0.0,4.0,2.0,0.0,0.0,9.0,0.0,0.0
wgs-assembler.csv,72.0,0.0,69.0,23.0,1.0,1.0,0.0,0.0,2.0,5.0,3.0,12.0,6.0,1.0
