,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.04,0.0,0.07,0.07,0.17,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.15
jicarilla.csv,0.0,0.06,0.98,0.0,0.15,0.0,0.0,0.06,0.0,0.01,0.0,0.06,0.12,0.1
jmule.csv,0.0,0.52,0.07,0.67,0.62,0.48,0.2,0.12,0.57,0.41,0.6,0.34,0.54,0.97
micomt.csv,0.0,0.04,0.51,0.23,0.25,0.35,0.31,0.12,1.0,0.41,0.46,0.47,0.33,0.29
migen.csv,0.0,0.12,0.25,0.23,0.98,0.33,0.13,0.34,0.1,0.3,0.13,0.06,0.4,0.29
mvnforum.csv,0.49,0.16,0.04,0.46,0.14,0.29,0.95,0.22,0.33,0.32,0.25,0.06,0.18,0.4
ng4j.csv,0.95,0.42,0.0,0.7,0.42,0.4,0.47,0.47,0.8,0.52,0.6,0.21,0.99,0.55
open-data-kit.csv,0.49,0.58,0.27,0.73,0.55,0.54,0.53,0.64,0.59,0.99,0.58,0.42,0.61,0.7
opennms.csv,0.0,0.32,0.04,0.29,0.3,1.0,0.2,0.38,0.0,0.21,0.06,0.17,0.29,0.47
ossim.csv,0.0,0.04,0.0,0.84,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
plplot.csv,0.54,0.57,0.5,0.56,0.55,0.59,0.48,0.96,0.41,0.49,0.66,0.29,0.63,0.62
qedo.csv,0.0,0.04,0.07,0.0,0.0,0.09,0.0,0.0,0.0,0.05,0.19,1.0,0.0,0.05
tradelink.csv,0.0,0.36,0.15,0.35,0.11,0.0,0.07,0.17,0.1,0.1,0.91,0.21,0.18,0.05
wgs-assembler.csv,0.0,1.0,0.0,0.54,0.46,0.29,0.42,0.34,0.18,0.21,0.41,0.06,0.34,0.24
