,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,1.0,0.0,0.2,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.33,1.0
jicarilla.csv,0.0,0.67,1.0,0.0,0.5,0.0,0.0,0.25,0.0,0.12,0.0,0.02,0.22,0.18
jmule.csv,0.0,0.34,0.18,0.09,0.57,0.28,0.19,0.4,0.2,0.72,0.34,0.05,0.43,1.0
micomt.csv,0.0,0.25,0.57,0.25,0.41,0.23,0.19,0.67,1.0,0.63,0.35,0.08,0.21,0.5
migen.csv,0.0,0.5,0.47,0.09,1.0,0.24,0.22,0.5,0.14,0.87,0.13,0.01,0.44,0.67
mvnforum.csv,0.03,0.28,0.2,0.06,0.31,0.22,1.0,0.25,0.11,0.68,0.17,0.02,0.38,0.39
ng4j.csv,0.12,0.45,0.0,0.09,0.52,0.3,0.25,0.43,0.28,0.7,0.32,0.03,0.91,0.86
open-data-kit.csv,0.02,0.48,0.33,0.09,0.53,0.26,0.31,0.36,0.2,1.0,0.26,0.07,0.36,0.63
opennms.csv,0.0,0.33,0.5,0.07,0.5,0.97,0.18,0.64,0.0,0.41,0.08,0.07,0.38,0.71
ossim.csv,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
plplot.csv,0.06,0.37,0.52,0.07,0.44,0.29,0.26,1.0,0.18,0.59,0.29,0.04,0.29,0.5
qedo.csv,0.0,0.12,0.67,0.0,0.0,0.5,0.0,0.0,0.0,0.38,0.18,1.0,0.0,0.5
tradelink.csv,0.0,0.75,0.8,0.08,0.33,0.0,1.0,0.38,0.25,0.6,1.0,0.11,0.5,0.5
wgs-assembler.csv,0.0,1.0,0.0,0.12,0.67,0.25,0.28,0.5,0.13,0.67,0.29,0.01,0.35,0.38
