,gtad.csv,wgs-assembler.csv,jicarilla.csv,ossim.csv,migen.csv,opennms.csv,mvnforum.csv,plplot.csv,micomt.csv,open-data-kit.csv,tradelink.csv,qedo.csv,ng4j.csv,jmule.csv
gtad.csv,1.0,0.05,0.0,0.1,0.11,0.22,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.22
jicarilla.csv,0.0,0.1,0.98,0.0,0.19,0.0,0.0,0.08,0.0,0.02,0.0,0.03,0.14,0.11
jmule.csv,0.0,0.45,0.09,0.16,0.59,0.35,0.18,0.15,0.3,0.49,0.43,0.09,0.47,0.98
micomt.csv,0.0,0.05,0.52,0.21,0.27,0.27,0.22,0.17,1.0,0.48,0.38,0.14,0.24,0.33
migen.csv,0.0,0.17,0.29,0.12,0.99,0.26,0.15,0.36,0.1,0.4,0.12,0.02,0.39,0.36
mvnforum.csv,0.05,0.18,0.05,0.1,0.17,0.23,0.97,0.22,0.16,0.39,0.19,0.03,0.21,0.38
ng4j.csv,0.22,0.42,0.0,0.17,0.44,0.33,0.33,0.43,0.44,0.58,0.42,0.06,0.95,0.63
open-data-kit.csv,0.05,0.52,0.28,0.17,0.53,0.37,0.46,0.47,0.33,0.99,0.35,0.12,0.45,0.67
opennms.csv,0.0,0.31,0.06,0.11,0.35,0.98,0.17,0.44,0.0,0.25,0.06,0.09,0.3,0.53
ossim.csv,0.0,0.05,0.0,0.9,0.0,0.07,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
plplot.csv,0.11,0.49,0.5,0.12,0.51,0.41,0.35,0.98,0.24,0.57,0.41,0.06,0.42,0.59
qedo.csv,0.0,0.04,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.07,0.17,1.0,0.0,0.08
tradelink.csv,0.0,0.44,0.21,0.12,0.14,0.0,0.11,0.21,0.12,0.14,0.94,0.14,0.23,0.08
wgs-assembler.csv,0.0,1.0,0.0,0.2,0.51,0.25,0.33,0.36,0.14,0.29,0.33,0.02,0.32,0.27
