,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.57,0.64,0.73,0.7,0.48,0.57,0.07,0.2,0.61,0.21,0.7,0.05,0.51,0.59,0.7,0.38
arcallians.csv,0.63,0.63,0.77,0.68,0.64,0.76,0.14,0.16,0.54,0.49,0.38,0.0,0.44,0.54,0.86,0.48
arianne.csv,0.71,0.65,0.82,0.68,0.44,0.68,0.2,0.17,0.62,0.32,0.77,0.05,0.44,0.53,0.82,0.43
aztec.csv,0.34,0.6,0.39,0.7,0.55,0.65,0.37,0.19,0.52,0.37,0.6,0.12,0.31,0.5,0.4,0.45
biopax.csv,0.67,0.66,0.82,0.69,0.43,0.68,0.14,0.2,0.59,0.33,0.71,0.05,0.37,0.54,0.9,0.4
bl-toolkit.csv,0.58,0.47,0.85,0.68,0.29,0.69,0.13,0.25,0.57,0.32,0.77,0.0,0.28,0.53,0.38,0.39
gnupdate.csv,0.58,0.58,0.34,0.65,0.41,0.65,0.14,0.12,0.6,0.63,0.61,0.14,0.27,0.51,0.59,0.4
les-indemodables.csv,0.46,0.54,0.7,0.73,0.46,0.56,0.13,0.18,0.53,0.37,0.4,0.0,0.46,0.62,0.5,0.38
ng4j.csv,0.42,0.6,0.63,0.67,0.65,0.59,0.07,0.21,0.61,0.51,0.52,0.06,0.36,0.55,0.57,0.6
openxava.csv,0.42,0.5,0.23,0.6,0.06,0.15,0.07,0.33,0.3,0.23,0.67,0.11,0.39,0.58,0.13,0.38
phonon-vlc-mplayer.csv,0.54,0.59,0.72,0.67,0.69,0.77,0.34,0.19,0.64,0.52,0.58,0.09,0.41,0.54,0.61,0.51
qgis.csv,0.46,0.66,0.45,0.0,0.61,0.54,0.03,0.17,0.57,0.0,0.0,0.07,0.44,0.58,0.82,0.43
rsyslog.csv,0.61,0.66,0.29,0.79,0.43,0.67,0.09,0.16,0.54,0.42,0.5,0.05,0.39,0.33,0.37,0.32
vars-redux.csv,0.54,0.63,0.71,0.54,0.42,0.46,0.0,0.2,0.71,0.25,0.48,0.07,0.45,0.56,0.59,0.46
xapian.csv,0.69,0.66,0.73,0.72,0.47,0.68,0.1,0.17,0.58,0.32,0.5,0.05,0.57,0.35,0.81,0.38
xqilla.csv,0.42,0.25,0.15,0.07,0.04,0.33,0.08,0.22,0.34,0.09,0.51,0.46,0.18,0.05,0.22,0.12
