,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.7,0.5,0.61,0.64,0.75,0.59,1.0,1.0,0.63,0.86,0.51,0.92,0.43,0.57,0.46,0.65
arcallians.csv,0.61,0.57,0.46,0.45,0.33,0.36,0.99,0.98,0.73,0.56,0.77,1.02,0.51,0.81,0.66,0.55
arianne.csv,0.4,0.92,1.0,1.0,0.87,1.0,0.61,0.97,0.74,1.0,1.0,1.0,0.51,0.95,0.72,0.83
aztec.csv,0.78,0.64,0.75,0.51,0.54,0.65,0.27,0.68,0.6,0.56,0.66,0.41,0.81,0.61,0.77,0.54
biopax.csv,0.98,0.86,1.0,0.96,0.96,0.95,0.99,1.0,1.0,0.95,0.81,1.0,0.9,0.95,0.18,1.0
bl-toolkit.csv,0.72,0.97,0.27,1.0,0.82,1.0,0.95,0.56,0.7,1.0,1.0,1.04,1.02,1.0,0.97,1.0
gnupdate.csv,0.64,0.88,0.79,0.55,0.82,0.84,0.98,0.82,0.82,0.25,0.68,0.67,0.76,0.75,0.76,0.79
les-indemodables.csv,0.68,0.61,0.53,0.4,0.55,0.57,0.81,0.74,0.59,0.57,0.77,1.03,0.52,0.44,0.69,0.64
ng4j.csv,0.71,0.52,0.53,0.48,0.32,0.56,0.96,0.64,0.6,0.37,0.66,0.79,0.65,0.74,0.61,0.36
openxava.csv,0.73,0.64,0.87,0.53,1.0,0.91,0.9,0.42,0.8,0.77,0.72,0.4,0.66,0.51,0.93,0.63
phonon-vlc-mplayer.csv,0.59,0.6,0.44,0.63,0.29,0.34,0.48,0.68,0.55,0.36,0.63,0.48,0.69,0.83,0.56,0.48
qgis.csv,0.7,0.46,0.84,1.0,0.39,0.6,0.97,0.95,0.64,1.0,1.0,0.7,0.53,0.61,0.33,0.58
rsyslog.csv,0.68,0.46,0.88,0.32,0.69,0.47,0.94,0.96,0.82,0.57,0.67,0.9,0.75,0.76,0.79,0.71
vars-redux.csv,0.62,0.49,0.63,0.6,0.64,0.68,1.0,0.95,0.39,0.8,0.69,0.64,0.51,0.61,0.58,0.58
xapian.csv,0.64,0.55,0.85,0.71,0.59,0.6,0.96,0.93,0.9,0.63,0.68,1.0,0.42,0.75,0.82,0.69
xqilla.csv,0.83,0.85,0.92,0.96,1.02,0.88,0.89,0.88,0.81,0.93,0.65,0.06,0.91,0.97,0.95,0.95
