,delphilhlplib.csv,fltk.csv,phet.csv,fceugc.csv,sumatrapdf.csv,ogre.csv,lportal.csv,jstock.csv,sandiaportals.csv,biodwh.csv,factor.csv,natpad.csv
biodwh.csv,0.37,0.69,0.09,0.56,0.64,0.12,0.11,0.29,0.55,0.59,0.27,0.64
delphilhlplib.csv,0.83,0.62,0.37,0.46,0.62,0.35,0.11,0.45,0.11,0.25,0.77,0.4
factor.csv,0.0,0.2,0.24,0.0,0.39,0.02,0.1,0.0,0.11,0.17,0.93,0.61
fceugc.csv,0.85,0.5,0.33,0.61,0.52,0.47,0.1,0.48,0.58,0.26,0.7,0.6
fltk.csv,0.66,0.71,0.38,0.47,0.7,0.31,0.08,0.37,0.82,0.26,0.85,0.58
jstock.csv,0.82,0.3,0.19,0.32,0.44,0.57,0.09,0.73,0.59,0.25,0.75,0.49
lportal.csv,0.11,0.11,0.03,0.0,0.23,0.01,0.25,0.0,0.14,0.0,0.05,0.3
natpad.csv,0.64,0.72,0.33,0.51,0.61,0.42,0.09,0.42,0.8,0.31,0.75,0.63
ogre.csv,0.68,0.59,0.32,0.42,0.38,0.97,0.08,0.36,0.69,0.26,0.31,0.51
phet.csv,0.45,0.16,0.51,0.27,0.25,0.93,0.0,0.31,0.46,0.1,0.44,0.25
sandiaportals.csv,0.68,0.73,0.26,0.48,0.64,0.21,0.09,0.17,0.86,0.23,0.85,0.63
sumatrapdf.csv,0.83,0.72,0.38,0.51,0.74,0.63,0.08,0.45,0.84,0.29,0.8,0.61
