,openefm.csv,hazelcast.csv,trackit.csv,mobicents.csv,japano.csv,jmol.csv,echongl.csv,snakeyaml.csv,wheat.csv,unicase.csv,bionote.csv,nunit.csv
bionote.csv,0.5,0.49,0.28,0.42,0.42,0.26,0.17,0.29,0.07,0.59,0.58,0.21
echongl.csv,0.39,0.48,0.54,0.52,0.79,0.46,0.89,0.07,0.18,0.8,0.12,0.22
hazelcast.csv,0.57,0.97,0.66,0.68,0.7,0.81,0.66,0.3,0.59,0.76,0.26,0.34
japano.csv,0.43,0.62,0.69,0.49,0.83,0.81,0.62,0.21,0.68,0.52,0.11,0.22
jmol.csv,0.41,0.83,0.68,0.65,0.95,0.78,0.84,0.23,0.58,0.79,0.22,0.33
mobicents.csv,0.57,0.68,0.63,0.68,0.6,0.84,0.82,0.33,0.58,0.69,0.26,0.36
nunit.csv,0.41,0.8,0.2,0.6,0.63,0.8,0.42,0.31,0.64,0.28,0.24,0.51
openefm.csv,0.62,0.81,0.71,0.65,0.57,0.26,0.32,0.23,0.62,0.32,0.31,0.17
snakeyaml.csv,0.2,0.33,0.21,0.32,0.26,0.53,0.1,0.48,0.29,0.19,0.19,0.28
trackit.csv,0.08,0.46,0.75,0.16,0.2,0.36,0.09,0.06,0.53,0.05,0.0,0.22
unicase.csv,0.48,0.78,0.6,0.68,0.8,0.79,0.7,0.23,0.6,0.8,0.26,0.38
wheat.csv,0.48,0.78,0.53,0.61,0.59,0.49,0.71,0.25,0.69,0.42,0.41,0.36
