,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.62,0.69,0.6,0.71,0.71,0.7,0.65,1.0,0.79,0.77,0.51,0.54,0.5,0.73,0.49,0.56
arcallians.csv,0.68,0.57,0.46,0.45,0.36,0.37,1.0,0.98,0.68,0.66,0.8,1.01,0.52,0.81,0.9,0.58
arianne.csv,0.4,0.92,1.0,1.0,0.87,1.0,0.61,0.97,0.74,1.0,1.0,1.0,0.51,0.95,0.72,0.83
aztec.csv,0.75,0.67,0.75,0.59,0.58,0.66,0.32,0.72,0.67,0.48,0.62,0.39,0.92,0.73,0.79,0.56
biopax.csv,0.98,0.81,1.0,0.88,0.96,0.95,0.96,1.0,1.0,0.92,0.74,1.0,0.88,0.95,0.2,0.97
bl-toolkit.csv,0.76,0.99,0.3,1.0,0.98,1.0,0.97,0.55,0.73,1.0,1.0,1.04,1.01,1.0,0.89,1.0
gnupdate.csv,0.6,0.82,0.86,0.57,0.45,0.77,0.96,0.78,0.75,0.22,0.64,1.0,0.81,0.73,0.63,0.64
les-indemodables.csv,0.77,0.56,0.88,0.4,0.64,0.62,0.64,0.93,0.77,0.67,0.68,0.55,0.61,0.48,0.42,0.84
ng4j.csv,0.69,0.5,0.51,0.49,0.24,0.47,0.96,0.77,0.56,0.32,0.66,0.77,0.71,0.82,0.55,0.35
openxava.csv,0.68,0.61,0.86,0.52,1.01,0.91,0.85,0.4,0.71,0.9,0.67,0.32,0.56,0.53,0.89,0.72
phonon-vlc-mplayer.csv,0.62,0.57,0.46,0.49,0.28,0.34,0.68,1.03,0.62,0.33,0.66,0.47,0.66,0.77,0.49,0.51
qgis.csv,0.7,0.43,0.86,1.0,0.5,0.65,0.84,0.92,0.56,1.0,1.0,0.69,0.49,0.57,0.32,0.56
rsyslog.csv,0.66,0.46,0.88,0.35,0.73,0.47,0.94,0.98,0.84,0.53,0.61,0.99,0.7,0.73,0.76,0.66
vars-redux.csv,0.63,0.57,0.75,0.43,0.74,0.91,0.81,0.54,0.46,0.87,0.69,0.73,0.72,0.69,0.61,0.56
xapian.csv,0.63,0.58,0.81,0.8,0.52,0.56,0.94,0.97,0.83,0.61,0.74,0.99,0.34,0.77,0.53,0.76
xqilla.csv,0.84,0.85,0.92,0.96,1.01,0.84,0.9,0.94,0.79,0.93,0.65,0.06,0.89,0.97,0.96,0.92
