,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.54,0.65,0.41,0.67,0.71,0.68,0.56,1.0,0.79,0.77,0.39,0.54,0.27,0.69,0.15,0.47
arcallians.csv,0.6,0.5,0.36,0.29,0.35,0.25,1.0,0.97,0.61,0.1,0.25,0.17,0.47,0.8,0.9,0.49
arianne.csv,0.26,0.92,1.0,1.0,0.87,1.0,0.61,0.95,0.73,1.0,1.0,1.0,0.34,0.95,0.7,0.83
aztec.csv,0.25,0.6,0.14,0.5,0.06,0.62,0.21,0.45,0.36,0.37,0.43,0.21,0.01,0.05,0.25,0.34
biopax.csv,0.98,0.81,1.0,0.88,0.96,0.95,0.96,1.0,1.0,0.92,0.7,1.0,0.88,0.95,0.0,0.97
bl-toolkit.csv,0.72,0.94,0.23,1.0,0.82,1.0,0.97,0.52,0.7,1.0,1.0,0.28,1.0,1.0,0.6,1.0
gnupdate.csv,0.41,0.78,0.05,0.38,0.34,0.75,0.96,0.2,0.75,0.16,0.41,0.03,0.35,0.68,0.3,0.59
les-indemodables.csv,0.74,0.28,0.86,0.25,0.43,0.42,0.52,0.89,0.43,0.5,0.45,0.44,0.55,0.35,0.3,0.71
ng4j.csv,0.24,0.22,0.23,0.38,0.2,0.18,0.01,0.45,0.49,0.24,0.36,0.77,0.15,0.82,0.0,0.29
openxava.csv,0.33,0.33,0.09,0.12,0.32,0.1,0.57,0.36,0.24,0.42,0.56,0.32,0.49,0.12,0.1,0.31
phonon-vlc-mplayer.csv,0.2,0.47,0.23,0.38,0.15,0.2,0.12,0.86,0.58,0.22,0.34,0.32,0.06,0.75,0.0,0.32
qgis.csv,0.4,0.26,0.36,0.0,0.48,0.2,0.1,0.9,0.51,0.0,0.0,0.69,0.41,0.54,0.15,0.34
rsyslog.csv,0.59,0.34,0.36,0.29,0.7,0.32,0.77,0.96,0.82,0.19,0.32,0.99,0.68,0.2,0.15,0.27
vars-redux.csv,0.55,0.42,0.73,0.25,0.61,0.9,0.52,0.51,0.36,0.74,0.63,0.73,0.69,0.66,0.0,0.44
xapian.csv,0.6,0.44,0.77,0.79,0.5,0.42,0.77,0.92,0.82,0.42,0.28,0.99,0.2,0.46,0.5,0.61
xqilla.csv,0.62,0.18,0.05,0.0,0.37,0.52,0.6,0.01,0.48,0.24,0.26,0.06,0.5,0.0,0.4,0.46
