,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.69,0.77,0.56,0.77,0.99,0.82,0.67,1.0,0.98,0.95,0.67,1.0,0.58,0.78,0.54,0.7
arcallians.csv,0.67,0.73,0.72,0.65,0.88,0.73,1.0,0.88,0.69,0.35,0.24,0.0,0.77,0.89,0.94,0.7
arianne.csv,0.7,0.94,1.0,1.0,0.96,0.98,0.92,0.81,0.9,1.0,0.99,1.0,0.62,0.97,0.83,0.95
aztec.csv,0.29,0.71,0.26,0.69,0.42,0.8,0.75,0.44,0.43,0.7,0.55,0.67,0.08,0.27,0.25,0.55
biopax.csv,0.99,0.94,1.0,1.0,0.99,0.95,1.0,1.0,1.0,0.95,0.75,1.0,0.88,0.97,0.8,1.0
bl-toolkit.csv,0.74,0.71,0.8,1.0,0.48,1.0,0.92,0.81,0.8,1.0,0.99,0.0,0.88,1.0,0.34,0.95
gnupdate.csv,0.57,0.75,0.14,0.58,0.7,0.82,0.92,0.25,0.9,0.85,0.52,0.0,0.27,0.73,0.45,0.75
les-indemodables.csv,0.78,0.51,0.84,0.69,0.52,0.55,0.62,0.75,0.37,0.55,0.49,0.67,0.73,0.68,0.7,0.55
ng4j.csv,0.35,0.55,0.54,0.69,0.86,0.57,0.04,0.38,0.73,0.8,0.45,1.0,0.31,0.89,0.45,0.8
openxava.csv,0.41,0.49,0.14,0.5,0.04,0.09,0.38,0.81,0.33,0.2,0.63,1.0,0.73,0.49,0.11,0.35
phonon-vlc-mplayer.csv,0.41,0.67,0.6,0.69,0.77,0.73,0.33,0.44,0.78,0.75,0.44,0.67,0.35,0.86,0.51,0.6
qgis.csv,0.42,0.65,0.22,0.0,0.87,0.39,0.17,0.81,0.76,0.0,0.0,1.0,0.73,0.81,0.72,0.55
rsyslog.csv,0.7,0.69,0.2,0.81,0.8,0.66,0.46,0.81,0.84,0.5,0.48,1.0,0.85,0.3,0.25,0.4
vars-redux.csv,0.7,0.62,0.82,0.65,0.58,0.89,0.38,0.81,0.71,0.55,0.71,1.0,0.81,0.81,0.39,0.65
xapian.csv,0.8,0.63,0.76,0.88,0.86,0.64,0.46,0.69,0.9,0.55,0.32,1.0,0.73,0.38,0.82,0.55
xqilla.csv,0.43,0.17,0.08,0.04,0.06,0.34,0.33,0.06,0.37,0.1,0.4,1.0,0.27,0.03,0.13,0.2
