,arianne.csv,qgis.csv,bl-toolkit.csv,rsyslog.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,vars-redux.csv,gnupdate.csv,alsa.csv,xqilla.csv,xapian.csv,les-indemodables.csv,biopax.csv,ng4j.csv
alsa.csv,0.62,0.63,0.64,0.65,0.5,0.67,0.16,0.2,0.64,0.36,0.71,0.09,0.46,0.52,0.68,0.45
arcallians.csv,0.59,0.65,0.77,0.68,0.63,0.74,0.14,0.18,0.55,0.39,0.35,0.0,0.46,0.54,0.86,0.44
arianne.csv,0.71,0.65,0.82,0.68,0.44,0.68,0.2,0.17,0.62,0.32,0.77,0.05,0.44,0.53,0.82,0.43
aztec.csv,0.38,0.61,0.39,0.64,0.53,0.67,0.35,0.17,0.45,0.42,0.61,0.14,0.14,0.4,0.38,0.43
biopax.csv,0.67,0.68,0.82,0.71,0.43,0.68,0.15,0.2,0.59,0.32,0.69,0.05,0.37,0.53,0.89,0.41
bl-toolkit.csv,0.6,0.53,0.84,0.68,0.26,0.69,0.13,0.27,0.58,0.32,0.76,0.0,0.34,0.53,0.45,0.39
gnupdate.csv,0.57,0.58,0.24,0.6,0.53,0.65,0.13,0.17,0.62,0.67,0.59,0.0,0.22,0.5,0.59,0.43
les-indemodables.csv,0.62,0.57,0.76,0.72,0.39,0.56,0.16,0.16,0.37,0.3,0.56,0.07,0.41,0.59,0.79,0.3
ng4j.csv,0.44,0.62,0.66,0.68,0.72,0.66,0.07,0.15,0.61,0.56,0.54,0.06,0.34,0.54,0.62,0.6
openxava.csv,0.47,0.53,0.24,0.62,0.05,0.15,0.09,0.34,0.4,0.13,0.64,0.14,0.43,0.57,0.2,0.31
phonon-vlc-mplayer.csv,0.51,0.62,0.71,0.68,0.71,0.76,0.24,0.1,0.6,0.56,0.53,0.09,0.45,0.54,0.67,0.47
qgis.csv,0.46,0.68,0.32,0.0,0.55,0.49,0.14,0.18,0.62,0.0,0.0,0.07,0.47,0.59,0.82,0.43
rsyslog.csv,0.61,0.67,0.29,0.78,0.43,0.67,0.08,0.17,0.57,0.43,0.57,0.05,0.41,0.36,0.39,0.36
vars-redux.csv,0.62,0.6,0.77,0.69,0.36,0.66,0.1,0.27,0.65,0.23,0.68,0.07,0.39,0.55,0.57,0.44
xapian.csv,0.67,0.6,0.72,0.68,0.53,0.63,0.08,0.15,0.59,0.33,0.43,0.05,0.6,0.35,0.83,0.33
xqilla.csv,0.42,0.25,0.15,0.07,0.06,0.37,0.08,0.11,0.36,0.09,0.52,0.46,0.18,0.05,0.2,0.16
