,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.72,0.43,0.61,0.0,0.45,0.52,0.94,0.62,0.54,0.5,0.0,0.32,0.44,0.36,0.41,0.42,0.08,0.43
ardour.csv,0.51,0.5,0.55,0.52,0.29,0.48,0.05,0.99,0.41,0.55,0.4,0.3,0.36,0.3,0.29,0.6,0.59,0.19
bacnet.csv,0.62,0.57,0.63,0.96,0.43,0.44,0.37,0.65,0.32,0.41,0.31,0.37,0.45,0.28,0.41,0.35,0.5,0.54
cortex-vfx.csv,0.58,0.48,0.38,0.38,0.27,0.55,0.32,0.62,0.45,0.49,0.29,0.26,0.53,0.97,0.65,0.56,0.56,0.46
enzo.csv,0.77,0.57,0.81,0.52,0.52,0.57,0.7,0.71,0.67,0.99,0.26,0.34,0.62,0.35,0.61,0.39,0.58,0.85
growl-for-windows.csv,0.68,0.57,0.67,0.33,0.5,0.58,0.46,0.67,0.58,0.46,0.33,0.35,0.59,0.39,0.97,0.4,0.63,0.63
heekscad.csv,0.95,0.6,0.7,0.46,0.47,0.59,0.57,0.69,0.65,0.63,0.31,0.37,0.59,0.37,0.57,0.53,0.63,0.65
minig.csv,0.57,0.67,0.72,0.24,0.99,0.57,0.57,0.7,0.41,0.72,0.35,0.31,0.64,0.35,0.55,0.45,0.6,0.61
multitude.csv,0.74,0.63,0.73,0.49,0.49,0.58,0.62,0.69,0.99,0.88,0.34,0.36,0.68,0.34,0.61,0.5,0.63,0.74
natpad.csv,0.68,0.58,0.75,0.31,0.5,0.57,0.38,0.69,0.5,0.58,0.25,0.3,0.58,0.23,0.63,0.3,0.99,0.55
open-ms.csv,0.39,0.55,0.68,0.35,0.28,0.49,0.3,0.47,0.17,0.46,0.17,0.96,0.45,0.3,0.66,0.25,0.33,0.66
planeshift.csv,0.69,0.69,0.99,0.53,0.55,0.53,0.53,0.69,0.63,0.72,0.32,0.38,0.61,0.36,0.4,0.48,0.58,0.42
rocrail.csv,0.33,0.37,0.34,0.09,0.15,0.28,0.0,0.49,0.19,0.15,0.0,0.2,0.48,0.22,0.05,1.0,0.34,0.04
salasaga.csv,0.55,0.57,0.71,0.42,0.35,0.47,0.48,0.44,0.42,0.64,0.96,0.29,0.52,0.32,0.72,0.2,0.41,0.7
xcsoar.csv,0.74,0.99,0.72,0.49,0.47,0.62,0.46,0.7,0.48,0.62,0.33,0.4,0.65,0.38,0.47,0.46,0.62,0.64
xemeiah.csv,0.65,0.62,0.7,0.39,0.25,0.99,0.35,0.64,0.43,0.5,0.38,0.34,0.54,0.32,0.5,0.58,0.68,0.57
xmoto.csv,0.76,0.63,0.76,0.47,0.46,0.65,0.46,0.73,0.57,0.73,0.25,0.36,0.94,0.37,0.57,0.43,0.57,0.76
zxing.csv,0.78,0.63,0.75,0.42,0.5,0.65,0.59,0.7,0.69,0.66,0.18,0.31,0.59,0.43,0.59,0.44,0.67,0.99
