,heekscad.csv,xcsoar.csv,planeshift.csv,bacnet.csv,minig.csv,xemeiah.csv,amygdala.csv,ardour.csv,multitude.csv,enzo.csv,salasaga.csv,open-ms.csv,xmoto.csv,cortex-vfx.csv,growl-for-windows.csv,rocrail.csv,natpad.csv,zxing.csv
amygdala.csv,0.68,0.37,0.52,0.0,0.52,0.53,0.91,0.59,0.47,0.39,0.0,0.44,0.43,0.5,0.32,0.69,0.06,0.33
ardour.csv,0.43,0.41,0.44,0.6,0.24,0.41,0.04,0.99,0.33,0.44,0.44,0.35,0.26,0.39,0.2,0.67,0.44,0.13
bacnet.csv,0.53,0.57,0.53,0.93,0.41,0.41,0.3,0.6,0.26,0.3,0.34,0.46,0.4,0.4,0.32,0.52,0.48,0.44
cortex-vfx.csv,0.49,0.47,0.28,0.48,0.26,0.54,0.28,0.58,0.37,0.38,0.43,0.3,0.53,0.95,0.58,0.7,0.59,0.36
enzo.csv,0.62,0.51,0.51,0.6,0.21,0.46,0.44,0.55,0.51,0.98,0.05,0.43,0.65,0.32,0.33,0.45,0.55,0.51
growl-for-windows.csv,0.6,0.61,0.58,0.36,0.59,0.61,0.42,0.65,0.53,0.36,0.63,0.57,0.62,0.62,0.95,0.63,0.69,0.52
heekscad.csv,0.92,0.58,0.61,0.49,0.56,0.62,0.5,0.67,0.62,0.52,0.62,0.6,0.59,0.57,0.48,0.84,0.61,0.56
minig.csv,0.51,0.72,0.62,0.21,0.98,0.59,0.51,0.68,0.35,0.63,0.7,0.53,0.63,0.46,0.48,0.72,0.65,0.51
multitude.csv,0.6,0.67,0.63,0.53,0.57,0.61,0.62,0.66,0.98,0.82,0.63,0.63,0.68,0.53,0.5,0.8,0.71,0.62
natpad.csv,0.57,0.61,0.66,0.33,0.56,0.6,0.3,0.68,0.43,0.44,0.48,0.44,0.56,0.22,0.56,0.44,0.98,0.44
open-ms.csv,0.33,0.55,0.53,0.43,0.34,0.5,0.29,0.44,0.13,0.35,0.13,0.93,0.48,0.31,0.43,0.44,0.38,0.52
planeshift.csv,0.64,0.74,0.99,0.61,0.56,0.54,0.52,0.65,0.61,0.62,0.69,0.55,0.63,0.6,0.32,0.75,0.63,0.33
rocrail.csv,0.25,0.27,0.24,0.06,0.11,0.19,0.0,0.39,0.13,0.1,0.0,0.15,0.38,0.16,0.04,1.0,0.27,0.02
salasaga.csv,0.42,0.6,0.5,0.46,0.37,0.47,0.47,0.39,0.37,0.38,0.94,0.52,0.3,0.54,0.36,0.36,0.47,0.49
xcsoar.csv,0.68,0.98,0.63,0.43,0.42,0.62,0.39,0.68,0.42,0.52,0.66,0.63,0.67,0.55,0.4,0.75,0.65,0.54
xemeiah.csv,0.57,0.6,0.61,0.41,0.2,0.99,0.28,0.6,0.34,0.38,0.51,0.46,0.49,0.31,0.41,0.8,0.69,0.46
xmoto.csv,0.72,0.67,0.67,0.57,0.53,0.67,0.44,0.72,0.54,0.64,0.54,0.62,0.93,0.61,0.5,0.69,0.43,0.67
zxing.csv,0.65,0.46,0.66,0.5,0.57,0.68,0.59,0.63,0.68,0.46,0.35,0.52,0.62,0.69,0.52,0.69,0.76,0.99
