,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,1.0,0.0,0.0,0.0,7.0,1.0,6.0,2.0,7.0,0.0,0.0
codesmith.csv,57.0,1.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0
javaprofiler.csv,1.0,0.0,0.0,2.0,7.0,0.0,28.0,0.0,6.0,0.0,1.0
jpaul.csv,1.0,0.0,0.0,0.0,73.0,0.0,62.0,4.0,71.0,0.0,0.0
jrdf.csv,7.0,2.0,62.0,0.0,1.0,0.0,25.0,8.0,0.0,0.0,0.0
mecat.csv,0.0,1.0,62.0,0.0,10.0,0.0,0.0,106.0,0.0,0.0,97.0
neodatis-odb.csv,11.0,0.0,0.0,0.0,5.0,1.0,7.0,2.0,2.0,0.0,1.0
synecdoche.csv,10.0,1.0,0.0,1.0,1.0,0.0,20.0,16.0,0.0,0.0,0.0
tycho.csv,7.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,2.0,0.0,0.0
unicase.csv,2.0,0.0,2.0,0.0,6.0,1.0,23.0,8.0,0.0,4.0,0.0
xcmetadataservicestoolkit.csv,9.0,0.0,0.0,0.0,7.0,0.0,25.0,13.0,3.0,0.0,5.0
