,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.32,0.44,0.41,0.78,0.27,0.56,0.27,0.64,0.43,0.77,0.53
codesmith.csv,0.0,0.58,0.65,0.6,0.21,0.67,0.16,0.41,0.54,0.64,0.88
javaprofiler.csv,0.58,0.41,0.74,0.57,0.36,0.69,0.05,0.58,0.46,0.8,0.49
jpaul.csv,0.68,0.26,0.21,0.4,0.0,0.31,0.0,0.34,0.0,0.63,0.59
jrdf.csv,0.49,0.22,0.0,0.64,0.58,0.42,0.1,0.31,0.3,0.4,0.41
mecat.csv,0.2,0.17,0.0,0.49,0.14,0.33,0.43,0.0,0.3,0.21,0.0
neodatis-odb.csv,0.28,0.63,0.68,0.77,0.09,0.44,0.19,0.35,0.57,0.64,0.22
synecdoche.csv,0.33,0.37,0.44,0.68,0.54,0.51,0.07,0.26,0.67,0.41,0.62
tycho.csv,0.27,0.5,0.78,0.73,0.11,0.59,0.08,0.47,0.42,0.65,0.26
unicase.csv,0.44,0.53,0.45,0.8,0.34,0.8,0.1,0.46,0.48,0.68,0.66
xcmetadataservicestoolkit.csv,0.24,0.5,0.06,0.6,0.23,0.82,0.06,0.1,0.52,0.59,0.17
