,jpaul.csv,neodatis-odb.csv,tycho.csv,unicase.csv,jrdf.csv,xcmetadataservicestoolkit.csv,mecat.csv,ambulant.csv,synecdoche.csv,javaprofiler.csv,codesmith.csv
ambulant.csv,0.26,0.37,0.68,0.74,0.16,0.74,0.05,0.62,0.4,0.68,0.63
codesmith.csv,0.0,0.48,0.52,0.87,0.14,0.69,0.09,0.35,0.46,0.73,0.87
javaprofiler.csv,0.33,0.33,0.56,0.71,0.19,0.71,0.03,0.46,0.35,0.87,0.67
jpaul.csv,0.59,0.27,1.0,0.74,0.0,0.67,0.0,0.5,0.0,0.89,0.84
jrdf.csv,0.4,0.44,0.0,0.81,0.45,0.91,0.05,0.34,0.46,0.52,0.45
mecat.csv,0.67,0.5,0.0,0.86,0.18,1.0,0.27,0.0,0.55,0.9,0.0
neodatis-odb.csv,0.26,0.55,0.6,0.71,0.22,0.74,0.1,0.46,0.41,0.83,0.43
synecdoche.csv,0.36,0.27,0.65,0.74,0.5,0.89,0.04,0.26,0.66,0.62,0.63
tycho.csv,0.14,0.35,0.81,0.69,0.1,0.65,0.08,0.81,0.53,0.79,0.57
unicase.csv,0.31,0.37,0.39,0.83,0.22,0.76,0.05,0.35,0.38,0.62,0.66
xcmetadataservicestoolkit.csv,0.27,0.35,1.0,0.72,0.23,0.87,0.05,0.19,0.45,0.57,0.4
