,kdenlive.csv,jatlas.csv,m-m-m.csv,x-ray-mule.csv,jrefactory.csv,algebsql.csv,emisview.csv,opennms.csv,rohxel.csv,cuberok.csv,jgossipforum.csv,octet.csv,power-architect.csv,jchassis.csv,jas.csv,poormans.csv,opendvr.csv,synecdoche.csv,javaprofiler.csv,thedata.csv
algebsql.csv,0.41,0.0,0.27,0.53,0.22,0.85,0.74,0.75,0.08,0.59,0.2,0.14,0.81,0.5,0.12,0.59,0.73,0.34,0.28,0.25
cuberok.csv,0.73,0.8,0.24,0.4,0.31,0.33,0.83,0.36,0.41,0.73,0.4,0.43,0.37,0.0,0.75,0.53,1.0,0.38,0.23,0.5
emisview.csv,0.03,0.6,0.08,0.0,0.16,0.18,0.7,0.46,0.38,0.0,0.2,0.14,0.35,0.0,0.75,0.62,0.0,0.0,0.09,0.0
jas.csv,0.59,0.4,0.31,0.93,0.2,0.91,0.43,0.61,0.64,0.41,1.0,0.43,0.43,1.0,1.0,0.62,0.36,0.31,0.49,0.0
jatlas.csv,0.32,1.0,0.24,0.03,0.33,0.48,0.7,0.46,0.03,0.45,0.2,0.43,0.7,0.0,0.75,0.62,0.14,0.31,0.05,0.5
javaprofiler.csv,0.82,0.8,0.45,1.0,0.41,0.58,0.39,0.54,0.72,0.45,0.2,0.43,0.5,1.0,1.0,0.79,0.59,0.59,0.76,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.39,0.2,0.2,0.27,0.2,0.09,0.43,0.36,0.38,0.36,1.0,0.14,0.22,0.0,0.0,0.41,0.18,0.48,0.21,0.5
jrefactory.csv,0.52,0.2,0.61,0.33,0.73,0.91,0.04,0.11,0.87,0.59,0.2,0.71,0.17,1.0,0.38,0.29,0.5,0.52,0.84,0.75
kdenlive.csv,0.75,0.8,0.59,0.5,0.98,0.58,0.65,0.82,0.21,0.73,1.0,0.57,0.69,1.0,1.0,0.85,0.73,0.9,0.83,0.5
m-m-m.csv,0.77,1.0,0.84,1.0,0.96,1.0,0.22,0.21,0.92,0.77,0.2,0.86,0.48,1.0,0.62,0.79,0.64,0.79,0.95,1.0
octet.csv,0.35,0.4,0.55,0.07,0.2,0.7,1.0,0.93,0.38,0.5,1.0,0.71,0.98,0.0,0.75,0.94,0.09,0.52,0.31,0.25
opendvr.csv,0.7,1.0,0.35,0.37,0.45,0.52,1.0,0.86,0.31,0.91,0.8,0.57,0.98,0.0,0.62,0.97,0.64,0.72,0.32,0.25
opennms.csv,0.37,0.6,0.1,0.2,0.08,0.06,0.3,0.64,0.67,0.27,0.6,0.14,0.33,0.0,0.5,0.15,0.27,0.03,0.13,0.0
poormans.csv,0.15,0.6,0.16,0.0,0.25,0.06,0.78,0.36,0.05,0.27,0.2,0.29,0.26,0.0,0.62,0.74,0.0,0.14,0.07,0.25
power-architect.csv,0.99,0.8,0.39,0.93,0.53,0.94,0.57,0.5,0.79,1.0,0.2,0.57,0.8,1.0,0.88,0.76,1.0,0.93,0.52,0.5
rohxel.csv,0.68,0.0,0.06,0.47,0.27,0.0,0.48,0.18,0.69,0.27,0.0,0.29,0.13,0.0,0.12,0.59,0.41,0.48,0.19,0.0
synecdoche.csv,0.48,0.6,0.63,0.3,0.45,0.76,0.78,0.68,0.41,1.0,0.2,0.29,0.61,0.0,0.25,0.53,0.64,0.62,0.29,1.0
thedata.csv,0.63,0.8,0.67,0.47,0.59,0.88,0.3,0.71,0.67,0.59,0.8,0.57,0.74,0.0,0.62,0.74,0.45,0.66,0.69,1.0
x-ray-mule.csv,0.2,0.4,0.22,0.87,0.1,0.0,0.17,0.46,0.41,0.0,0.6,0.14,0.22,0.0,0.25,0.21,0.0,0.07,0.4,0.0
