,sauerbraten.csv,brlcad.csv,gzigzag.csv,zoolib.csv,openfrag.csv,google-web-toolkit.csv,ns-3-dev-def-routing.csv,qdvdauthor.csv,illumination.csv,moast.csv,nativeclient.csv,ftm.csv,jcache.csv
brlcad.csv,0.73,0.97,0.34,0.16,0.64,0.7,0.52,0.79,0.25,0.93,0.67,0.63,0.55
ftm.csv,0.39,0.26,0.32,0.17,0.39,0.49,0.47,0.58,0.2,0.15,0.34,0.98,0.55
google-web-toolkit.csv,0.63,0.35,0.43,0.08,0.52,0.99,0.47,0.52,0.15,0.52,0.27,0.24,0.54
gzigzag.csv,0.48,0.25,0.98,0.2,0.11,0.39,0.25,0.17,0.0,0.03,0.12,0.18,0.37
illumination.csv,0.39,0.36,0.19,0.06,0.33,0.33,0.21,0.63,0.9,0.04,0.48,0.4,0.42
jcache.csv,0.57,0.44,0.39,0.11,0.62,0.59,0.3,0.3,0.38,0.45,0.66,0.17,1.0
moast.csv,0.47,0.39,0.36,0.18,0.65,0.54,0.47,0.27,0.3,0.99,0.73,0.47,0.54
nativeclient.csv,0.71,0.39,0.41,0.15,0.69,0.68,0.5,0.75,0.33,0.48,1.0,0.56,0.52
ns-3-dev-def-routing.csv,0.46,0.31,0.15,0.24,0.54,0.31,0.98,0.48,0.07,0.9,0.24,0.6,0.33
openfrag.csv,0.73,0.4,0.38,0.17,1.0,0.6,0.54,0.67,0.33,0.95,0.67,0.64,0.74
qdvdauthor.csv,0.53,0.24,0.43,0.09,0.69,0.62,0.51,0.99,0.28,0.02,0.62,0.55,0.6
sauerbraten.csv,1.0,0.42,0.41,0.16,0.57,0.44,0.41,0.57,0.39,0.34,0.62,0.47,0.68
zoolib.csv,0.14,0.03,0.09,0.89,0.29,0.18,0.22,0.32,0.0,0.88,0.22,0.28,0.21
