,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,6.0,7.0,10.0,4.0,0.0,6.0,5.0,1.0,0.0,2.0,3.0
elateportal.csv,2.0,0.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,15.0,0.0
etics.csv,17.0,8.0,0.0,2.0,10.0,4.0,5.0,1.0,1.0,4.0,2.0
lockss.csv,92.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,49.0
pcgen.csv,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0
personalaccess.csv,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
pydev.csv,14.0,3.0,1.0,13.0,1.0,16.0,5.0,4.0,4.0,0.0,2.0
rhex.csv,0.0,0.0,54.0,6.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0
stuproa-cims.csv,11.0,7.0,0.0,2.0,11.0,4.0,0.0,1.0,0.0,2.0,2.0
uclmda.csv,2.0,0.0,54.0,1.0,81.0,1.0,204.0,0.0,0.0,5.0,49.0
wgs-assembler.csv,1.0,0.0,4.0,0.0,6.0,4.0,1.0,0.0,1.0,8.0,0.0
