,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.72,0.13,0.55,0.42,0.59,0.42,0.53,0.46,0.51,0.58,0.16,0.45,0.96,0.07,0.56,0.23,0.4
delphilhlplib.csv,0.69,1.0,0.53,1.0,0.38,0.63,0.29,0.68,0.83,0.68,0.9,0.59,0.63,0.07,0.86,0.45,0.8
exordium.csv,0.23,0.47,0.13,0.95,0.86,0.21,0.29,0.17,0.43,0.24,0.42,0.17,0.21,0.12,0.36,0.14,0.6
fltk.csv,0.85,0.26,0.9,0.63,0.52,0.58,0.57,0.38,0.74,0.24,0.35,0.5,0.36,0.97,0.59,0.14,0.8
genoviz.csv,0.28,0.36,0.12,0.21,0.1,0.05,0.12,0.04,0.31,0.11,0.06,0.09,0.06,0.0,0.2,0.02,1.0
gzigzag.csv,0.59,0.17,0.15,0.42,0.9,0.26,0.2,0.18,0.51,0.13,0.03,0.17,0.12,0.06,0.42,0.11,1.0
irrlicht.csv,0.79,0.55,0.97,0.95,0.41,0.47,0.9,0.99,0.94,0.82,0.94,0.97,0.87,0.98,0.94,0.48,0.8
moast.csv,0.05,0.09,0.1,0.37,0.45,0.05,0.57,0.09,0.74,0.05,0.1,0.26,0.07,1.0,0.12,0.04,0.4
mptvseries.csv,0.69,0.13,0.67,0.58,0.41,0.95,0.49,0.35,0.71,0.42,0.35,0.27,0.27,0.48,0.46,0.2,0.6
openfrag.csv,0.95,0.74,0.95,0.89,0.69,0.89,0.92,0.63,0.91,0.74,0.45,0.94,0.79,0.99,0.8,0.82,1.0
qse.csv,0.82,0.49,0.71,0.79,0.69,0.47,0.69,0.53,1.0,0.47,0.58,0.42,0.4,0.49,0.59,0.62,1.0
sauerbraten.csv,1.0,0.28,0.44,0.58,0.28,0.53,0.61,0.34,0.4,0.39,0.45,0.21,0.25,0.07,0.48,0.02,0.4
toped.csv,1.0,0.98,0.97,0.89,0.72,0.89,1.0,0.9,1.0,0.68,0.9,0.3,0.91,0.96,0.88,0.82,0.6
truevision.csv,0.92,0.6,0.53,0.84,0.9,0.63,0.65,0.46,0.83,0.95,0.45,0.59,0.57,0.97,0.77,0.52,1.0
uwom.csv,0.67,0.47,0.76,0.63,0.45,0.89,0.61,0.82,0.89,0.63,0.32,0.61,0.36,0.13,0.92,0.54,1.0
zoolib.csv,0.72,0.09,0.22,0.32,0.21,0.16,0.24,0.09,0.31,0.13,0.81,0.08,0.15,0.07,0.31,0.07,0.6
zxing.csv,0.54,0.32,0.71,0.63,0.55,0.63,0.61,0.66,0.06,0.47,0.39,0.5,0.57,0.69,0.58,0.95,1.0
