,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,4.0,1.0,0.0,14.0,16.0,3.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,1.0,1.0,2.0,7.0
delphilhlplib.csv,2.0,1.0,4.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,1.0,1.0,2.0,5.0,0.0,18.0
exordium.csv,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,8.0,0.0,1.0,2.0,1.0,0.0,18.0
fltk.csv,2.0,4.0,1.0,3.0,6.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,9.0
genoviz.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,6.0,0.0,0.0
gzigzag.csv,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,15.0,12.0,0.0,3.0,0.0,3.0,0.0,2.0
irrlicht.csv,5.0,0.0,3.0,11.0,9.0,8.0,0.0,0.0,7.0,23.0,11.0,1.0,2.0,2.0,20.0,3.0,14.0
moast.csv,2.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0
mptvseries.csv,3.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,11.0
openfrag.csv,3.0,3.0,0.0,11.0,15.0,0.0,0.0,0.0,10.0,22.0,6.0,0.0,1.0,1.0,0.0,0.0,20.0
qse.csv,2.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,11.0,5.0,0.0,1.0,2.0,33.0,0.0,17.0
sauerbraten.csv,0.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,10.0
toped.csv,6.0,0.0,3.0,11.0,31.0,2.0,0.0,0.0,6.0,0.0,15.0,0.0,1.0,0.0,23.0,0.0,13.0
truevision.csv,4.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,24.0
uwom.csv,4.0,0.0,2.0,5.0,8.0,1.0,0.0,0.0,6.0,19.0,19.0,3.0,1.0,1.0,0.0,0.0,13.0
zoolib.csv,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
zxing.csv,3.0,0.0,2.0,6.0,5.0,1.0,0.0,0.0,4.0,0.0,24.0,2.0,0.0,2.0,3.0,0.0,11.0
