,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.37,0.9,0.56,0.61,0.49,0.65,0.43,0.61,0.64,0.62,0.98,0.49,0.51,0.94,0.65,0.89,0.9
delphilhlplib.csv,0.4,0.43,0.62,0.47,0.79,0.41,0.83,0.52,0.46,0.45,0.62,0.58,0.53,0.73,0.43,0.54,0.42
exordium.csv,0.87,0.6,0.95,0.78,0.47,0.86,0.72,0.97,0.76,0.96,0.98,0.93,0.95,0.64,0.81,0.89,0.42
fltk.csv,0.33,0.68,0.54,0.58,0.52,0.69,0.47,0.74,0.55,0.92,0.98,0.69,0.72,0.43,0.64,0.88,0.34
genoviz.csv,0.83,0.72,0.94,0.8,0.83,0.5,0.83,0.86,0.75,0.8,0.75,0.89,0.75,0.0,0.98,0.0,0.8
gzigzag.csv,0.48,0.9,0.96,0.7,0.85,0.83,0.79,0.97,0.7,0.95,0.96,0.91,0.93,0.93,0.84,0.86,0.8
irrlicht.csv,0.39,0.52,0.43,0.45,0.54,0.56,0.33,0.5,0.45,0.43,0.51,0.44,0.43,0.41,0.42,0.46,0.41
moast.csv,0.8,0.9,0.97,0.94,0.59,0.67,0.42,0.95,0.51,0.67,0.88,0.95,0.86,0.43,0.99,0.5,0.4
mptvseries.csv,0.39,0.86,0.55,0.62,0.72,0.61,0.56,0.77,0.55,0.95,0.98,0.94,0.76,0.83,0.89,0.92,0.48
openfrag.csv,0.31,0.38,0.42,0.47,0.41,0.37,0.33,0.47,0.42,0.51,0.51,0.52,0.43,0.4,0.43,0.38,0.31
qse.csv,0.35,0.59,0.5,0.57,0.56,0.55,0.38,0.61,0.51,0.64,0.88,0.65,0.66,0.54,0.68,0.45,0.38
sauerbraten.csv,0.38,0.67,0.62,0.5,0.73,0.6,0.46,0.66,0.71,0.75,0.9,0.79,0.75,0.94,0.66,0.0,0.75
toped.csv,0.33,0.38,0.43,0.45,0.4,0.42,0.33,0.48,0.42,0.5,0.53,0.8,0.44,0.44,0.42,0.39,0.46
truevision.csv,0.32,0.41,0.5,0.5,0.43,0.56,0.38,0.58,0.37,0.59,0.84,0.42,0.47,0.41,0.44,0.46,0.33
uwom.csv,0.46,0.61,0.5,0.53,0.57,0.4,0.47,0.49,0.48,0.55,0.68,0.66,0.72,0.79,0.83,0.46,0.42
zoolib.csv,0.38,0.83,0.97,0.67,0.94,0.83,0.77,0.95,0.91,0.8,0.96,0.88,0.9,0.94,0.99,0.75,0.67
zxing.csv,0.44,0.64,0.45,0.63,0.61,0.52,0.36,0.53,0.91,0.49,0.73,0.57,0.52,0.58,0.73,0.4,0.55
