,sauerbraten.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,moast.csv,uwom.csv,zxing.csv,genoviz.csv
auber.csv,0.65,0.7,0.69,0.29,0.28,0.47,0.9,0.77,0.55,0.65,0.09,0.67,0.98,0.94,0.39,0.72,0.2
delphilhlplib.csv,0.63,0.98,0.73,0.35,0.26,0.55,0.83,0.81,0.74,0.55,0.13,0.81,0.6,0.36,0.27,0.89,0.11
exordium.csv,0.6,0.6,0.82,1.0,0.26,0.57,0.83,0.94,0.88,0.36,0.25,0.73,0.64,0.54,0.44,0.89,0.1
fltk.csv,0.72,0.74,0.95,0.46,0.36,0.85,0.97,0.87,0.84,0.69,0.21,0.92,0.75,0.99,0.49,1.0,0.14
genoviz.csv,0.92,0.76,1.0,0.8,0.5,0.5,1.0,1.0,0.92,0.8,0.5,0.67,1.0,0.0,0.65,1.0,1.0
gzigzag.csv,0.79,0.9,0.87,0.4,1.0,0.83,0.71,0.82,0.78,0.23,0.04,1.0,0.53,0.87,0.5,0.86,0.5
irrlicht.csv,0.61,0.88,0.6,0.28,0.26,0.36,0.85,0.99,0.43,0.34,0.1,0.59,0.54,0.93,0.24,0.66,0.14
moast.csv,0.4,0.5,0.48,0.44,0.33,0.33,0.94,0.84,0.74,0.67,0.38,0.89,0.71,1.0,0.27,1.0,0.08
mptvseries.csv,0.71,1.0,0.74,0.46,0.41,1.0,0.93,0.82,0.76,0.73,0.19,1.0,0.72,0.96,0.59,0.92,0.14
openfrag.csv,0.67,0.75,0.64,0.32,0.27,0.49,0.85,0.8,0.52,0.37,0.09,0.97,0.65,0.93,0.31,0.87,0.12
qse.csv,0.74,0.81,0.68,0.36,0.32,0.45,0.9,0.78,1.0,0.46,0.15,0.76,0.61,0.82,0.43,0.83,0.13
sauerbraten.csv,1.0,0.71,0.77,0.39,0.31,0.67,0.84,0.82,0.82,0.54,0.21,0.74,0.61,0.83,0.46,1.0,0.17
toped.csv,0.62,0.79,0.57,0.25,0.22,0.52,1.0,0.76,0.43,0.34,0.09,0.67,0.59,1.0,0.22,0.74,0.12
truevision.csv,0.64,0.78,0.66,0.4,0.27,0.67,0.82,0.86,0.56,0.97,0.15,0.68,0.66,0.95,0.34,0.74,0.11
uwom.csv,0.7,0.66,0.56,0.4,0.31,0.49,0.91,0.76,0.48,0.39,0.06,0.62,0.56,0.64,0.98,0.77,0.15
zoolib.csv,0.82,0.83,0.97,0.5,0.38,0.5,0.92,0.79,1.0,1.0,0.93,0.62,1.0,0.94,0.68,1.0,1.0
zxing.csv,0.66,0.61,0.56,0.32,0.33,0.57,0.94,0.8,0.18,0.51,0.08,0.57,0.73,0.93,0.55,1.0,0.23
